Id,Product Name,Energy,Fat Percentage,Saturated Fat,Carbohydrates,Sugars,Fiber,Protein,Salt,Calcium
3985.0,Whole Milk,41.0 kcal,4.12 g,1.51 g,8.07 g,0.76 g,0.94 g,2.2 g,0.98 g,125.0 mg
,Almond Milk,57.0 kcal,3.9 g,3.26 g,1.16 g,4.86 g,0.38 g,4.48 g,0.98 g,101.0 mg
3987.0,2% Milk,53.0 kcal,5.58 g,nan g,nan g,8.76 g,0.24 g,4.25 g,0.24 g,137.0 mg
,Oat Milk,50.0 kcal,1.97 g,2.12 g,10.46 g,9.8 g,0.15 g,7.33 g,nan g,114.0 mg
3989.0,,51.0 kcal,5.14 g,nan g,10.29 g,5.14 g,0.86 g,3.35 g,0.85 g,135.0 mg
3990.0,Soy Milk,75.0 kcal,4.49 g,3.33 g,nan g,4.93 g,0.61 g,4.38 g,0.2 g,103.0 mg
3991.0,Almond Milk,57.0 kcal,1.11 g,3.69 g,1.73 g,9.09 g,0.86 g,5.87 g,0.87 g,108.0 mg
3992.0,Almond Milk,60.0 kcal,4.84 g,0.73 g,3.32 g,1.79 g,0.55 g,3.41 g,0.93 g,130.0 mg
3993.0,2% Milk,42.0 kcal,2.75 g,3.05 g,nan g,1.54 g,0.81 g,7.23 g,0.41 g,82.0 mg
3994.0,,60.0 kcal,1.9 g,nan g,5.73 g,9.21 g,0.17 g,5.54 g,0.75 g,96.0 mg
,Skim Milk,56.0 kcal,3.25 g,4.38 g,4.3 g,nan g,0.76 g,4.71 g,0.63 g,82.0 mg
3996.0,,64.0 kcal,4.07 g,4.42 g,6.51 g,9.27 g,0.55 g,6.58 g,0.26 g,127.0 mg
3997.0,Cashew Milk,49.0 kcal,3.06 g,1.07 g,8.31 g,3.61 g,0.14 g,nan g,0.45 g,81.0 mg
3998.0,Almond Milk,65.0 kcal,1.62 g,4.72 g,nan g,6.51 g,0.63 g,3.72 g,0.11 g,99.0 mg
3999.0,Skim Milk,nan kcal,3.04 g,4.57 g,10.7 g,2.42 g,0.26 g,6.25 g,0.62 g,98.0 mg
4000.0,Soy Milk,nan kcal,5.56 g,2.41 g,4.85 g,nan g,0.48 g,5.74 g,0.92 g,128.0 mg
4001.0,Soy Milk,55.0 kcal,nan g,1.8 g,7.01 g,5.47 g,nan g,nan g,0.44 g,83.0 mg
4002.0,Skim Milk,67.0 kcal,7.85 g,3.05 g,7.94 g,2.72 g,0.15 g,3.9 g,0.76 g,131.0 mg
4003.0,Skim Milk,55.0 kcal,4.76 g,1.16 g,8.36 g,3.13 g,0.62 g,7.15 g,0.2 g,137.0 mg
4004.0,Soy Milk,nan kcal,4.11 g,1.49 g,7.85 g,3.97 g,0.57 g,4.21 g,0.43 g,139.0 mg
4005.0,Coconut Milk,79.0 kcal,nan g,3.96 g,9.04 g,7.67 g,nan g,1.99 g,0.27 g,126.0 mg
4006.0,Almond Milk,48.0 kcal,4.14 g,nan g,4.98 g,8.33 g,0.28 g,3.16 g,0.66 g,105.0 mg
4007.0,Skim Milk,68.0 kcal,7.78 g,4.28 g,11.29 g,5.34 g,0.59 g,1.56 g,nan g,85.0 mg
4008.0,Coconut Milk,74.0 kcal,nan g,3.4 g,2.52 g,6.89 g,0.85 g,5.31 g,0.25 g,99.0 mg
4009.0,Almond Milk,75.0 kcal,5.84 g,4.33 g,4.16 g,5.84 g,nan g,4.88 g,nan g,140.0 mg
4010.0,Soy Milk,60.0 kcal,5.33 g,nan g,4.77 g,4.84 g,0.91 g,1.64 g,0.65 g,133.0 mg
4011.0,Coconut Milk,42.0 kcal,0.51 g,3.85 g,8.57 g,4.55 g,0.94 g,1.22 g,0.17 g,133.0 mg
4012.0,,62.0 kcal,3.4 g,1.1 g,4.4 g,4.04 g,0.07 g,nan g,0.86 g,87.0 mg
4013.0,Coconut Milk,68.0 kcal,3.38 g,1.15 g,11.45 g,5.68 g,0.47 g,3.28 g,nan g,93.0 mg
4014.0,Skim Milk,56.0 kcal,7.79 g,0.69 g,1.71 g,6.93 g,nan g,4.84 g,0.1 g,144.0 mg
,Oat Milk,78.0 kcal,2.3 g,2.28 g,8.37 g,5.94 g,0.28 g,nan g,0.86 g,126.0 mg
4016.0,Coconut Milk,40.0 kcal,3.94 g,2.83 g,9.04 g,7.5 g,0.62 g,1.09 g,0.52 g,137.0 mg
4017.0,2% Milk,73.0 kcal,5.56 g,2.23 g,7.7 g,5.19 g,0.13 g,nan g,0.8 g,118.0 mg
4018.0,,75.0 kcal,4.42 g,1.23 g,3.68 g,8.53 g,0.97 g,nan g,0.13 g,100.0 mg
4019.0,,nan kcal,3.67 g,0.36 g,9.92 g,5.67 g,0.06 g,5.18 g,1.0 g,88.0 mg
4020.0,Whole Milk,nan kcal,3.13 g,3.29 g,nan g,7.3 g,0.63 g,4.38 g,0.1 g,89.0 mg
4021.0,,48.0 kcal,6.18 g,2.84 g,6.34 g,5.14 g,0.73 g,5.32 g,0.66 g,102.0 mg
4022.0,Oat Milk,74.0 kcal,2.66 g,4.48 g,10.97 g,0.75 g,0.93 g,nan g,0.07 g,nan mg
4023.0,,52.0 kcal,4.16 g,4.11 g,2.15 g,2.66 g,0.89 g,nan g,0.34 g,96.0 mg
4024.0,Skim Milk,54.0 kcal,1.56 g,2.74 g,6.47 g,3.54 g,0.42 g,nan g,0.72 g,138.0 mg
4025.0,,80.0 kcal,4.94 g,2.62 g,6.26 g,4.54 g,0.46 g,6.01 g,0.03 g,nan mg
4026.0,2% Milk,45.0 kcal,6.12 g,4.0 g,6.91 g,2.99 g,0.43 g,4.28 g,0.26 g,129.0 mg
4027.0,Skim Milk,51.0 kcal,4.01 g,1.65 g,7.33 g,nan g,0.69 g,2.87 g,0.78 g,99.0 mg
4028.0,Almond Milk,69.0 kcal,7.5 g,1.44 g,7.75 g,3.17 g,0.02 g,7.53 g,nan g,101.0 mg
4029.0,2% Milk,48.0 kcal,7.13 g,0.77 g,nan g,5.0 g,0.56 g,5.63 g,0.38 g,82.0 mg
4030.0,Soy Milk,51.0 kcal,5.19 g,4.07 g,nan g,5.91 g,0.22 g,nan g,0.21 g,94.0 mg
4031.0,Skim Milk,52.0 kcal,5.34 g,1.32 g,11.2 g,1.3 g,0.84 g,6.36 g,0.54 g,97.0 mg
4032.0,Soy Milk,76.0 kcal,0.88 g,1.8 g,2.52 g,9.06 g,0.05 g,4.8 g,nan g,88.0 mg
4033.0,Whole Milk,60.0 kcal,nan g,0.92 g,11.38 g,8.21 g,0.73 g,7.07 g,1.0 g,88.0 mg
4034.0,Almond Milk,77.0 kcal,0.88 g,1.03 g,7.84 g,6.06 g,nan g,7.4 g,0.08 g,126.0 mg
,Cashew Milk,77.0 kcal,4.78 g,1.12 g,6.24 g,0.87 g,0.05 g,2.06 g,0.3 g,92.0 mg
,2% Milk,45.0 kcal,2.9 g,1.29 g,3.05 g,5.41 g,0.88 g,4.27 g,nan g,88.0 mg
,Whole Milk,40.0 kcal,4.81 g,2.0 g,3.76 g,7.97 g,0.55 g,7.18 g,0.04 g,120.0 mg
4038.0,2% Milk,67.0 kcal,0.95 g,1.03 g,10.94 g,nan g,0.05 g,4.07 g,0.25 g,96.0 mg
4039.0,Almond Milk,77.0 kcal,3.86 g,4.71 g,nan g,6.39 g,0.06 g,7.75 g,0.96 g,124.0 mg
4040.0,Whole Milk,nan kcal,4.58 g,1.82 g,11.92 g,7.15 g,0.83 g,7.75 g,0.24 g,149.0 mg
4041.0,Oat Milk,44.0 kcal,0.96 g,2.02 g,7.15 g,nan g,0.55 g,5.31 g,0.26 g,nan mg
4042.0,Almond Milk,55.0 kcal,3.4 g,4.4 g,10.66 g,0.86 g,0.63 g,3.75 g,0.92 g,125.0 mg
4043.0,Skim Milk,75.0 kcal,1.71 g,4.82 g,9.44 g,3.44 g,0.96 g,1.89 g,0.78 g,140.0 mg
4044.0,Whole Milk,75.0 kcal,2.6 g,4.98 g,7.29 g,3.52 g,0.85 g,5.22 g,0.97 g,100.0 mg
4045.0,Soy Milk,59.0 kcal,1.87 g,nan g,3.59 g,6.71 g,0.66 g,3.28 g,0.76 g,149.0 mg
4046.0,2% Milk,77.0 kcal,6.47 g,2.34 g,6.98 g,6.72 g,0.92 g,1.84 g,0.83 g,134.0 mg
4047.0,Whole Milk,68.0 kcal,nan g,2.84 g,4.73 g,1.89 g,0.58 g,7.06 g,0.92 g,100.0 mg
4048.0,Whole Milk,60.0 kcal,3.75 g,3.15 g,6.87 g,1.16 g,0.21 g,4.41 g,0.91 g,nan mg
4049.0,2% Milk,73.0 kcal,0.78 g,0.51 g,10.83 g,2.3 g,0.47 g,2.06 g,0.87 g,129.0 mg
4050.0,Coconut Milk,78.0 kcal,5.77 g,1.52 g,8.29 g,1.36 g,0.53 g,5.33 g,0.62 g,142.0 mg
4051.0,Skim Milk,79.0 kcal,5.99 g,2.51 g,3.92 g,3.72 g,0.59 g,6.62 g,0.4 g,127.0 mg
4052.0,Whole Milk,nan kcal,2.18 g,2.2 g,1.84 g,0.69 g,nan g,3.82 g,0.95 g,95.0 mg
4053.0,Coconut Milk,63.0 kcal,1.58 g,2.19 g,11.51 g,3.34 g,0.55 g,nan g,0.78 g,107.0 mg
4054.0,Soy Milk,46.0 kcal,3.39 g,0.81 g,2.56 g,8.11 g,0.43 g,5.23 g,0.3 g,120.0 mg
4055.0,Whole Milk,58.0 kcal,3.26 g,1.6 g,5.45 g,9.63 g,0.68 g,4.59 g,0.79 g,99.0 mg
,Whole Milk,75.0 kcal,2.51 g,3.66 g,8.05 g,3.12 g,0.59 g,4.51 g,nan g,134.0 mg
4057.0,2% Milk,77.0 kcal,4.24 g,2.03 g,9.68 g,6.38 g,1.0 g,3.35 g,0.31 g,146.0 mg
4058.0,Skim Milk,59.0 kcal,2.99 g,nan g,3.09 g,4.62 g,0.87 g,7.26 g,nan g,116.0 mg
4059.0,Cashew Milk,48.0 kcal,1.6 g,4.65 g,2.62 g,5.9 g,0.92 g,1.56 g,0.19 g,90.0 mg
4060.0,Cashew Milk,65.0 kcal,5.72 g,0.76 g,4.55 g,7.53 g,0.37 g,7.43 g,0.73 g,103.0 mg
4061.0,Cashew Milk,nan kcal,4.45 g,3.32 g,1.66 g,6.01 g,nan g,3.11 g,0.39 g,nan mg
4062.0,Coconut Milk,nan kcal,7.76 g,3.49 g,11.46 g,4.81 g,0.66 g,5.02 g,0.89 g,96.0 mg
4063.0,Cashew Milk,45.0 kcal,2.71 g,4.97 g,7.74 g,6.72 g,0.45 g,3.57 g,0.05 g,109.0 mg
4064.0,Soy Milk,74.0 kcal,0.84 g,2.15 g,5.54 g,5.95 g,0.46 g,nan g,0.3 g,140.0 mg
4065.0,Soy Milk,50.0 kcal,6.18 g,3.87 g,nan g,nan g,0.4 g,5.62 g,0.9 g,146.0 mg
4066.0,Cashew Milk,61.0 kcal,1.33 g,nan g,5.11 g,nan g,0.51 g,1.56 g,0.42 g,118.0 mg
4067.0,2% Milk,60.0 kcal,nan g,4.92 g,2.81 g,5.59 g,0.75 g,3.95 g,0.94 g,142.0 mg
4068.0,Cashew Milk,46.0 kcal,7.13 g,1.89 g,7.41 g,6.82 g,0.86 g,1.28 g,0.38 g,90.0 mg
4069.0,Skim Milk,46.0 kcal,0.73 g,nan g,3.73 g,6.0 g,0.76 g,2.1 g,0.25 g,nan mg
,Almond Milk,40.0 kcal,5.94 g,0.27 g,nan g,9.21 g,nan g,6.72 g,0.45 g,118.0 mg
4071.0,Cashew Milk,72.0 kcal,5.72 g,1.73 g,9.53 g,3.2 g,nan g,5.54 g,nan g,139.0 mg
4072.0,Oat Milk,52.0 kcal,3.56 g,3.11 g,6.47 g,7.83 g,0.11 g,6.32 g,0.44 g,119.0 mg
4073.0,2% Milk,74.0 kcal,4.87 g,nan g,9.37 g,8.76 g,0.01 g,1.4 g,0.95 g,94.0 mg
4074.0,Soy Milk,43.0 kcal,7.18 g,2.13 g,9.36 g,8.92 g,0.02 g,2.68 g,0.9 g,122.0 mg
4075.0,Oat Milk,75.0 kcal,4.45 g,0.67 g,10.11 g,0.71 g,0.69 g,nan g,0.46 g,127.0 mg
,2% Milk,40.0 kcal,4.48 g,2.34 g,5.79 g,0.95 g,0.32 g,5.59 g,0.07 g,118.0 mg
4077.0,,63.0 kcal,0.69 g,3.29 g,6.74 g,5.1 g,0.35 g,2.38 g,0.21 g,100.0 mg
4078.0,Almond Milk,65.0 kcal,0.85 g,4.99 g,11.37 g,4.2 g,0.16 g,2.79 g,0.29 g,108.0 mg
4079.0,Whole Milk,58.0 kcal,4.42 g,2.55 g,6.6 g,9.13 g,0.04 g,2.74 g,0.07 g,131.0 mg
4080.0,Cashew Milk,nan kcal,nan g,0.13 g,2.79 g,0.58 g,0.1 g,6.05 g,0.55 g,135.0 mg
,Skim Milk,57.0 kcal,4.69 g,2.55 g,4.9 g,0.51 g,0.54 g,3.56 g,0.2 g,115.0 mg
4082.0,Soy Milk,47.0 kcal,2.62 g,nan g,4.33 g,8.39 g,nan g,5.69 g,0.16 g,85.0 mg
4083.0,,57.0 kcal,nan g,2.63 g,3.82 g,7.25 g,0.86 g,2.2 g,nan g,135.0 mg
4084.0,Whole Milk,43.0 kcal,3.71 g,0.38 g,8.05 g,nan g,0.42 g,4.25 g,0.75 g,148.0 mg
4085.0,Coconut Milk,64.0 kcal,3.45 g,nan g,10.18 g,9.97 g,0.55 g,3.11 g,0.04 g,127.0 mg
4086.0,Almond Milk,66.0 kcal,2.88 g,1.54 g,8.16 g,7.25 g,0.08 g,2.85 g,0.61 g,108.0 mg
4087.0,Coconut Milk,68.0 kcal,1.73 g,4.69 g,8.68 g,8.0 g,0.64 g,1.16 g,0.55 g,116.0 mg
4088.0,Almond Milk,61.0 kcal,7.19 g,2.36 g,5.61 g,1.41 g,nan g,2.95 g,0.3 g,nan mg
4089.0,Coconut Milk,44.0 kcal,7.98 g,3.31 g,2.42 g,3.18 g,0.88 g,1.19 g,0.21 g,120.0 mg
4090.0,Whole Milk,53.0 kcal,4.4 g,0.87 g,6.22 g,3.54 g,0.64 g,nan g,0.1 g,101.0 mg
4091.0,Soy Milk,57.0 kcal,2.24 g,2.17 g,2.35 g,3.73 g,0.05 g,4.94 g,0.73 g,110.0 mg
4092.0,,47.0 kcal,1.41 g,2.04 g,7.38 g,2.01 g,0.16 g,5.75 g,nan g,130.0 mg
4093.0,Soy Milk,51.0 kcal,6.09 g,2.42 g,3.83 g,2.61 g,0.98 g,3.19 g,0.77 g,80.0 mg
4094.0,Oat Milk,54.0 kcal,5.19 g,2.05 g,10.25 g,1.66 g,0.18 g,1.28 g,0.25 g,144.0 mg
4095.0,2% Milk,70.0 kcal,6.65 g,1.17 g,8.57 g,7.17 g,0.53 g,3.08 g,0.33 g,nan mg
4096.0,,54.0 kcal,7.77 g,nan g,10.34 g,8.17 g,0.25 g,nan g,0.03 g,121.0 mg
4097.0,Cashew Milk,71.0 kcal,nan g,3.38 g,9.41 g,1.17 g,0.66 g,3.76 g,nan g,116.0 mg
4098.0,Almond Milk,50.0 kcal,2.66 g,0.15 g,6.59 g,5.12 g,0.12 g,5.36 g,0.4 g,142.0 mg
4099.0,Almond Milk,80.0 kcal,4.81 g,4.71 g,5.83 g,2.19 g,nan g,2.13 g,nan g,85.0 mg
,Oat Milk,71.0 kcal,4.25 g,1.63 g,2.06 g,8.81 g,0.14 g,1.56 g,0.8 g,128.0 mg
4101.0,Almond Milk,43.0 kcal,nan g,2.22 g,9.25 g,nan g,0.44 g,nan g,0.8 g,142.0 mg
4102.0,Almond Milk,nan kcal,3.35 g,2.6 g,5.19 g,0.87 g,0.17 g,1.3 g,0.41 g,85.0 mg
4103.0,,51.0 kcal,6.56 g,0.6 g,1.73 g,4.9 g,nan g,2.53 g,0.05 g,119.0 mg
4104.0,Coconut Milk,67.0 kcal,5.7 g,3.2 g,2.56 g,8.61 g,0.15 g,3.49 g,0.94 g,91.0 mg
4105.0,,58.0 kcal,5.57 g,4.12 g,3.56 g,9.46 g,0.71 g,6.19 g,0.64 g,150.0 mg
4106.0,,68.0 kcal,1.69 g,4.08 g,5.89 g,7.01 g,0.08 g,7.68 g,0.19 g,126.0 mg
4107.0,Whole Milk,72.0 kcal,0.55 g,2.78 g,10.16 g,6.26 g,0.15 g,2.6 g,0.58 g,145.0 mg
4108.0,Whole Milk,42.0 kcal,2.88 g,1.2 g,11.52 g,2.84 g,0.09 g,3.35 g,0.52 g,101.0 mg
4109.0,Coconut Milk,66.0 kcal,3.35 g,2.11 g,10.69 g,2.75 g,0.6 g,7.67 g,0.98 g,102.0 mg
4110.0,Oat Milk,41.0 kcal,1.36 g,3.33 g,2.2 g,2.15 g,0.98 g,7.62 g,0.12 g,136.0 mg
4111.0,Almond Milk,nan kcal,1.86 g,1.12 g,2.19 g,4.25 g,0.68 g,5.17 g,0.81 g,100.0 mg
4112.0,Skim Milk,nan kcal,1.49 g,2.09 g,7.41 g,4.84 g,0.96 g,6.31 g,0.3 g,106.0 mg
4113.0,Soy Milk,63.0 kcal,6.71 g,0.16 g,9.25 g,3.78 g,0.71 g,4.74 g,0.73 g,95.0 mg
,Almond Milk,72.0 kcal,6.78 g,4.66 g,5.54 g,5.2 g,0.85 g,4.05 g,nan g,80.0 mg
4115.0,2% Milk,68.0 kcal,3.4 g,nan g,nan g,1.82 g,0.57 g,1.0 g,0.18 g,140.0 mg
4116.0,Soy Milk,80.0 kcal,1.74 g,1.74 g,4.41 g,5.39 g,0.67 g,5.0 g,0.27 g,nan mg
4117.0,Oat Milk,66.0 kcal,2.6 g,2.75 g,4.97 g,9.3 g,0.96 g,4.14 g,0.58 g,133.0 mg
4118.0,Whole Milk,nan kcal,2.94 g,2.03 g,8.32 g,1.85 g,0.51 g,1.88 g,0.59 g,nan mg
4119.0,Cashew Milk,53.0 kcal,0.66 g,2.95 g,2.23 g,9.67 g,0.92 g,1.29 g,0.02 g,114.0 mg
4120.0,Almond Milk,59.0 kcal,1.0 g,4.16 g,3.15 g,8.81 g,0.75 g,7.71 g,0.14 g,124.0 mg
4121.0,Oat Milk,nan kcal,6.92 g,3.94 g,1.53 g,3.59 g,0.54 g,6.31 g,0.11 g,86.0 mg
4122.0,2% Milk,68.0 kcal,5.83 g,2.29 g,8.78 g,5.17 g,0.43 g,5.63 g,0.76 g,116.0 mg
4123.0,Whole Milk,45.0 kcal,7.25 g,3.21 g,5.64 g,1.4 g,0.68 g,1.28 g,0.82 g,83.0 mg
4124.0,2% Milk,56.0 kcal,2.44 g,2.13 g,5.27 g,6.77 g,0.77 g,5.86 g,0.83 g,99.0 mg
4125.0,Almond Milk,72.0 kcal,nan g,3.91 g,6.23 g,0.98 g,0.31 g,5.3 g,nan g,115.0 mg
4126.0,Oat Milk,44.0 kcal,5.44 g,2.38 g,2.22 g,8.4 g,0.76 g,2.96 g,nan g,128.0 mg
4127.0,Soy Milk,79.0 kcal,7.24 g,3.77 g,5.57 g,5.51 g,0.42 g,5.79 g,0.07 g,96.0 mg
4128.0,Almond Milk,nan kcal,nan g,0.54 g,2.32 g,7.54 g,0.77 g,4.28 g,0.02 g,144.0 mg
4129.0,Coconut Milk,62.0 kcal,0.97 g,nan g,1.32 g,8.78 g,0.29 g,3.5 g,0.73 g,84.0 mg
4130.0,Whole Milk,41.0 kcal,5.39 g,nan g,9.27 g,7.99 g,0.49 g,7.79 g,0.68 g,126.0 mg
4131.0,Soy Milk,79.0 kcal,5.44 g,nan g,3.65 g,nan g,0.33 g,4.45 g,0.07 g,119.0 mg
4132.0,Oat Milk,61.0 kcal,2.07 g,1.22 g,8.99 g,4.14 g,0.81 g,7.2 g,0.93 g,148.0 mg
4133.0,Cashew Milk,59.0 kcal,1.47 g,1.82 g,5.01 g,8.77 g,nan g,2.29 g,0.44 g,92.0 mg
4134.0,Almond Milk,79.0 kcal,3.93 g,4.26 g,6.5 g,0.59 g,0.02 g,2.59 g,0.44 g,103.0 mg
4135.0,2% Milk,42.0 kcal,5.56 g,2.8 g,5.66 g,0.61 g,0.58 g,5.9 g,0.59 g,87.0 mg
4136.0,Soy Milk,79.0 kcal,nan g,4.12 g,4.31 g,2.73 g,0.89 g,3.46 g,0.55 g,134.0 mg
4137.0,Almond Milk,63.0 kcal,2.47 g,3.86 g,4.86 g,7.93 g,0.22 g,nan g,0.38 g,128.0 mg
4138.0,Cashew Milk,43.0 kcal,2.89 g,0.67 g,5.08 g,9.69 g,0.87 g,2.79 g,0.59 g,131.0 mg
4139.0,Oat Milk,80.0 kcal,4.39 g,1.91 g,1.21 g,2.56 g,0.12 g,7.6 g,0.63 g,83.0 mg
4140.0,Cashew Milk,55.0 kcal,4.48 g,2.73 g,4.51 g,9.55 g,0.84 g,5.8 g,0.13 g,128.0 mg
4141.0,Whole Milk,68.0 kcal,2.09 g,2.05 g,4.89 g,3.09 g,0.49 g,3.77 g,0.23 g,86.0 mg
4142.0,Oat Milk,43.0 kcal,6.93 g,3.98 g,1.15 g,5.13 g,0.18 g,nan g,0.19 g,95.0 mg
4143.0,Oat Milk,74.0 kcal,5.15 g,1.52 g,6.79 g,6.14 g,1.0 g,5.86 g,0.04 g,82.0 mg
4144.0,Soy Milk,43.0 kcal,nan g,2.82 g,11.56 g,6.45 g,0.69 g,1.71 g,0.46 g,87.0 mg
4145.0,Whole Milk,64.0 kcal,2.05 g,2.33 g,3.39 g,8.96 g,nan g,7.74 g,0.42 g,146.0 mg
4146.0,Oat Milk,75.0 kcal,3.16 g,0.68 g,10.38 g,6.66 g,0.81 g,2.84 g,nan g,138.0 mg
4147.0,Oat Milk,59.0 kcal,6.25 g,4.77 g,6.83 g,3.75 g,nan g,5.94 g,0.21 g,89.0 mg
4148.0,Soy Milk,61.0 kcal,1.62 g,nan g,8.25 g,nan g,0.07 g,nan g,0.93 g,nan mg
,Skim Milk,70.0 kcal,4.27 g,0.43 g,6.28 g,6.63 g,0.11 g,7.44 g,0.46 g,127.0 mg
4150.0,Soy Milk,60.0 kcal,2.6 g,2.93 g,9.82 g,7.21 g,nan g,7.82 g,nan g,144.0 mg
4151.0,2% Milk,46.0 kcal,0.54 g,1.97 g,1.8 g,5.28 g,0.41 g,6.63 g,0.03 g,118.0 mg
,Coconut Milk,72.0 kcal,nan g,2.9 g,11.83 g,9.32 g,0.04 g,3.02 g,0.84 g,114.0 mg
4153.0,Almond Milk,79.0 kcal,7.1 g,2.87 g,5.73 g,4.96 g,0.78 g,6.86 g,0.7 g,149.0 mg
4154.0,2% Milk,56.0 kcal,7.5 g,2.98 g,9.63 g,8.51 g,0.85 g,4.71 g,0.55 g,146.0 mg
4155.0,Cashew Milk,48.0 kcal,6.25 g,2.67 g,9.06 g,9.0 g,0.84 g,3.81 g,0.11 g,132.0 mg
4156.0,2% Milk,41.0 kcal,5.33 g,2.34 g,1.94 g,1.69 g,0.21 g,5.1 g,0.24 g,80.0 mg
,Cashew Milk,62.0 kcal,7.3 g,0.76 g,7.25 g,3.61 g,0.13 g,5.52 g,0.03 g,96.0 mg
4158.0,Whole Milk,65.0 kcal,0.86 g,2.36 g,nan g,3.62 g,0.52 g,nan g,0.31 g,nan mg
4159.0,Whole Milk,74.0 kcal,6.59 g,0.14 g,nan g,2.91 g,0.09 g,6.63 g,0.71 g,128.0 mg
4160.0,Coconut Milk,nan kcal,1.84 g,4.46 g,6.14 g,9.11 g,0.2 g,1.45 g,0.79 g,110.0 mg
4161.0,Cashew Milk,63.0 kcal,5.28 g,2.82 g,7.94 g,2.08 g,0.92 g,4.39 g,0.72 g,124.0 mg
4162.0,Whole Milk,66.0 kcal,7.14 g,0.55 g,3.8 g,9.06 g,0.13 g,7.58 g,0.13 g,105.0 mg
4163.0,2% Milk,43.0 kcal,7.25 g,3.39 g,3.32 g,7.61 g,nan g,2.89 g,0.32 g,125.0 mg
4164.0,Whole Milk,78.0 kcal,2.34 g,2.36 g,3.3 g,5.43 g,nan g,4.54 g,0.77 g,81.0 mg
,Coconut Milk,46.0 kcal,3.28 g,4.65 g,11.51 g,6.31 g,0.34 g,6.71 g,0.4 g,135.0 mg
4166.0,Soy Milk,55.0 kcal,6.88 g,4.54 g,10.84 g,0.88 g,0.7 g,4.63 g,0.28 g,136.0 mg
4167.0,Whole Milk,52.0 kcal,5.77 g,3.82 g,7.39 g,3.08 g,0.98 g,5.74 g,0.81 g,nan mg
4168.0,Whole Milk,62.0 kcal,3.55 g,nan g,8.87 g,9.18 g,0.62 g,4.85 g,0.74 g,119.0 mg
4169.0,2% Milk,77.0 kcal,5.98 g,3.18 g,1.58 g,7.52 g,0.04 g,nan g,0.74 g,123.0 mg
4170.0,,42.0 kcal,4.36 g,0.83 g,10.25 g,9.8 g,0.76 g,4.09 g,0.32 g,121.0 mg
4171.0,Cashew Milk,nan kcal,1.36 g,1.14 g,6.26 g,1.12 g,0.09 g,1.12 g,0.79 g,145.0 mg
4172.0,Whole Milk,70.0 kcal,nan g,2.11 g,10.33 g,7.53 g,nan g,3.72 g,0.87 g,108.0 mg
4173.0,Coconut Milk,49.0 kcal,7.94 g,4.63 g,11.25 g,8.22 g,0.58 g,1.9 g,0.37 g,103.0 mg
4174.0,Almond Milk,44.0 kcal,0.69 g,0.77 g,9.98 g,2.84 g,0.94 g,6.34 g,0.05 g,89.0 mg
,Oat Milk,51.0 kcal,4.45 g,4.65 g,9.52 g,7.17 g,0.06 g,nan g,nan g,135.0 mg
4176.0,Cashew Milk,41.0 kcal,1.41 g,2.19 g,11.13 g,1.15 g,nan g,7.94 g,0.58 g,111.0 mg
4177.0,Almond Milk,48.0 kcal,2.9 g,3.64 g,4.18 g,4.43 g,0.34 g,5.08 g,0.53 g,83.0 mg
4178.0,Coconut Milk,72.0 kcal,7.58 g,0.98 g,6.96 g,9.29 g,0.98 g,6.2 g,0.25 g,nan mg
4179.0,Whole Milk,53.0 kcal,1.28 g,1.22 g,9.45 g,9.79 g,0.25 g,1.37 g,0.64 g,100.0 mg
4180.0,Soy Milk,54.0 kcal,7.0 g,4.95 g,6.78 g,nan g,0.79 g,3.55 g,0.41 g,127.0 mg
4181.0,Oat Milk,40.0 kcal,1.84 g,3.77 g,8.03 g,1.75 g,0.51 g,nan g,0.69 g,130.0 mg
4182.0,,70.0 kcal,1.8 g,nan g,5.89 g,3.65 g,0.68 g,6.28 g,0.26 g,148.0 mg
,Whole Milk,53.0 kcal,7.22 g,1.67 g,3.2 g,0.58 g,0.02 g,3.44 g,0.36 g,139.0 mg
4184.0,Oat Milk,nan kcal,5.68 g,3.28 g,7.73 g,2.99 g,0.38 g,6.12 g,0.68 g,116.0 mg
4185.0,Cashew Milk,65.0 kcal,3.79 g,2.69 g,9.65 g,6.4 g,0.73 g,5.62 g,0.53 g,86.0 mg
4186.0,Cashew Milk,44.0 kcal,nan g,1.88 g,8.33 g,4.25 g,0.36 g,nan g,0.82 g,93.0 mg
,Almond Milk,72.0 kcal,3.72 g,2.01 g,8.63 g,3.41 g,0.46 g,1.85 g,nan g,121.0 mg
,Soy Milk,63.0 kcal,0.63 g,4.92 g,1.18 g,7.96 g,0.39 g,3.17 g,0.77 g,nan mg
4189.0,2% Milk,71.0 kcal,7.98 g,0.34 g,7.54 g,7.24 g,0.18 g,1.84 g,0.66 g,145.0 mg
,2% Milk,42.0 kcal,7.38 g,1.61 g,5.94 g,1.95 g,0.35 g,7.0 g,0.93 g,102.0 mg
4191.0,2% Milk,51.0 kcal,7.38 g,0.32 g,11.82 g,7.26 g,0.53 g,5.78 g,0.5 g,91.0 mg
4192.0,Soy Milk,56.0 kcal,4.28 g,3.35 g,7.55 g,5.69 g,0.17 g,4.74 g,0.77 g,81.0 mg
4193.0,Almond Milk,43.0 kcal,5.37 g,nan g,4.81 g,9.04 g,0.35 g,1.75 g,nan g,90.0 mg
