Id,Product Name,Energy (kcal),Fat Content (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
7102,Oat Milk,77,4.94,2.52,9.76,3.62,0.63,6.7,0.64,130
7103,Soy Milk,40,7.51,4.65,9.38,6.99,0.42,4.78,0.12,88
7104,Skim Milk,75,5.96,1.97,4.86,6.5,0.93,2.19,0.81,145
7105,2% Milk,72,4.68,2.78,1.91,2.05,0.43,7.39,0.87,124
7106,Soy Milk,69,7.08,0.67,9.74,9.14,0.47,2.96,0.73,130
7107,Cashew Milk,45,3.75,3.47,8.85,5.8,0.6,4.22,0.54,106
7108,Soy Milk,65,4.82,3.86,2.5,0.91,0.86,6.89,0.68,140
7109,Cashew Milk,65,4.11,0.36,11.26,9.81,0.1,7.01,0.34,95
7110,Cashew Milk,42,7.37,2.6,6.15,4.55,0.76,2.96,0.15,138
7111,Soy Milk,48,0.6,1.91,11.29,6.7,0.09,5.29,0.68,97
7112,Whole Milk,62,4.56,1.02,4.2,5.77,0.79,1.52,0.03,118
7113,Whole Milk,71,4.05,1.51,6.9,9.2,0.67,3.52,0.63,115
7114,Skim Milk,51,4.02,2.57,7.91,4.78,0.84,5.41,0.2,149
7115,Whole Milk,53,3.2,2.76,1.87,9.54,0.51,3.21,0.83,116
7116,2% Milk,46,4.92,0.2,4.94,1.6,0.23,6.01,0.77,104
7117,Soy Milk,67,1.81,1.06,3.65,2.62,0.02,1.41,0.73,99
7118,Whole Milk,51,1.09,3.21,1.81,2.24,0.14,1.88,0.55,108
7119,Coconut Milk,50,3.57,2.82,6.55,1.39,0.17,6.31,0.72,134
7120,Cashew Milk,57,3.0,2.71,1.91,3.9,0.93,2.57,0.38,111
7121,Oat Milk,49,5.58,1.12,4.95,9.08,0.3,6.64,0.79,98
7122,Coconut Milk,69,4.16,1.46,11.29,3.31,0.25,1.08,0.56,94
7123,Soy Milk,51,6.18,1.93,4.87,8.49,0.45,4.85,0.67,103
7124,Oat Milk,72,2.07,2.25,7.77,6.31,0.2,3.49,0.29,104
7125,Cashew Milk,69,2.38,2.6,3.65,1.86,0.96,1.46,0.04,126
7126,Oat Milk,47,1.09,1.08,10.91,6.7,0.64,6.63,0.07,139
7127,Skim Milk,62,2.94,3.85,1.13,7.38,0.83,3.86,0.67,98
7128,Oat Milk,76,6.92,2.78,10.58,1.55,0.67,4.62,0.47,115
7129,Almond Milk,73,1.05,3.91,2.38,8.04,0.16,3.1,0.87,129
7130,Oat Milk,55,6.97,4.75,10.69,2.86,0.63,1.84,0.86,116
7131,Cashew Milk,75,7.15,1.08,7.78,0.94,0.17,1.23,0.23,123
7132,2% Milk,60,6.43,2.14,9.38,6.52,0.82,7.61,0.13,109
7133,Coconut Milk,46,4.6,0.81,8.28,0.87,0.46,7.78,0.16,133
7134,Almond Milk,75,5.84,0.17,10.68,3.35,0.24,5.61,0.21,129
7135,Cashew Milk,70,3.04,4.29,5.98,3.12,0.5,5.84,0.07,106
7136,Cashew Milk,58,1.05,4.02,2.3,7.53,0.3,2.39,0.68,122
7137,Soy Milk,53,2.72,1.78,3.45,5.34,0.06,4.56,0.95,108
7138,Whole Milk,75,5.8,1.42,4.59,6.65,0.74,7.42,0.34,109
7139,Almond Milk,70,2.06,1.58,4.31,7.09,0.36,6.06,0.37,107
7140,Skim Milk,62,7.21,1.71,10.23,4.35,0.48,6.23,0.39,122
7141,2% Milk,44,3.5,3.22,10.51,7.24,0.19,4.56,0.1,127
7142,Skim Milk,54,4.83,3.3,2.83,1.53,0.44,2.64,0.47,140
7143,Skim Milk,54,6.11,1.12,4.67,8.05,0.03,3.64,0.47,109
7144,Whole Milk,60,5.04,4.33,2.89,1.48,0.86,4.13,0.93,133
7145,2% Milk,78,5.79,3.01,7.43,1.36,0.3,3.67,0.24,121
7146,Oat Milk,63,4.32,0.23,7.77,1.25,0.8,7.45,0.91,126
7147,2% Milk,62,1.3,3.07,3.48,1.9,0.64,5.72,0.98,89
7148,Almond Milk,53,4.9,4.13,4.1,9.3,0.52,3.27,0.73,139
7149,2% Milk,70,7.5,3.14,10.13,1.04,0.65,4.73,0.66,133
7150,Soy Milk,77,6.85,0.7,5.37,7.18,0.22,5.39,0.82,131
7151,Skim Milk,45,2.94,2.44,3.62,4.17,0.67,3.05,0.71,97
7152,Oat Milk,77,4.05,2.06,11.43,8.76,0.37,5.63,0.67,99
7153,Skim Milk,68,2.06,4.43,1.22,8.61,0.36,2.44,0.8,109
7154,Soy Milk,46,3.04,3.95,8.34,2.77,0.01,5.07,0.12,121
7155,Almond Milk,42,5.37,1.25,1.39,5.24,0.75,6.85,0.41,99
7156,Oat Milk,62,2.96,2.17,3.25,6.93,0.57,4.23,0.55,116
7157,Almond Milk,68,4.92,2.45,3.7,3.23,0.77,6.34,0.43,88
7158,Skim Milk,63,3.0,3.55,1.23,7.28,0.32,3.0,0.06,147
7159,Oat Milk,60,5.75,3.36,9.71,9.62,0.99,7.05,0.2,92
7160,Cashew Milk,77,0.61,1.03,8.64,7.24,0.88,2.79,0.77,111
7161,Soy Milk,60,2.28,4.44,5.17,5.02,0.19,5.19,0.21,130
7162,Coconut Milk,52,6.76,0.25,4.23,1.05,0.71,4.86,0.59,143
7163,Coconut Milk,48,6.25,2.13,11.16,5.75,0.13,1.62,0.34,134
7164,Coconut Milk,54,7.79,0.67,11.97,5.6,0.73,6.84,0.4,140
7165,Coconut Milk,49,3.68,1.19,9.62,8.31,0.25,7.53,0.89,88
7166,Skim Milk,75,4.46,2.69,2.87,2.51,0.09,1.03,0.94,140
7167,Cashew Milk,80,2.32,3.49,2.41,4.61,0.05,3.69,0.47,119
7168,Coconut Milk,69,4.88,0.64,6.82,6.76,0.77,5.82,0.65,113
7169,Oat Milk,44,5.97,3.76,10.45,3.47,0.98,2.81,0.45,101
7170,Cashew Milk,58,5.61,1.98,3.82,9.55,0.07,6.79,0.08,126
7171,Coconut Milk,62,2.27,4.13,2.83,4.96,0.62,2.15,0.19,81
7172,Soy Milk,70,0.77,2.7,4.81,2.7,0.09,2.61,0.27,137
7173,Skim Milk,65,5.84,2.09,2.29,8.64,0.17,3.97,0.25,138
7174,Soy Milk,75,7.54,1.96,11.83,9.3,0.78,3.1,1.0,87
7175,Cashew Milk,52,2.17,4.42,3.78,1.18,0.3,5.43,0.85,129
7176,Coconut Milk,47,6.02,2.48,8.13,5.94,0.11,3.67,0.22,113
7177,Oat Milk,64,5.54,1.87,11.9,2.51,0.36,1.43,0.43,119
7178,Almond Milk,50,3.88,1.23,10.21,5.66,0.28,7.51,0.0,103
7179,Cashew Milk,69,1.23,4.61,11.54,7.55,0.23,6.34,0.43,82
7180,Whole Milk,69,6.19,0.97,5.01,8.24,0.96,5.01,0.23,132
7181,Oat Milk,80,2.48,3.91,6.94,4.68,0.44,5.35,0.58,130
7182,Almond Milk,75,1.37,4.83,3.3,1.83,0.54,5.14,0.01,144
7183,Almond Milk,46,3.12,4.34,2.45,0.87,0.8,2.87,0.03,128
7184,Coconut Milk,40,3.75,4.16,11.31,3.05,0.82,1.12,0.45,80
7185,Skim Milk,67,2.84,0.86,9.79,7.72,0.69,6.56,0.06,148
7186,Cashew Milk,58,5.93,4.71,7.7,7.25,0.41,4.75,0.32,117
7187,Whole Milk,69,2.49,0.64,4.57,5.57,0.48,2.53,0.33,119
7188,Cashew Milk,77,3.21,0.72,2.07,5.67,0.98,7.6,0.84,93
7189,Skim Milk,41,7.88,1.53,2.54,8.62,0.37,7.56,0.94,119
7190,Soy Milk,42,1.54,4.0,6.02,3.21,0.51,5.38,0.23,144
7191,Almond Milk,79,4.65,4.33,4.44,5.59,0.32,4.3,0.13,124
7192,Skim Milk,79,5.54,4.2,8.61,3.93,0.79,2.57,0.14,103
7193,Cashew Milk,44,4.81,1.02,3.14,4.18,0.19,6.36,0.16,87
7194,2% Milk,41,0.63,3.19,3.04,8.51,0.97,3.08,0.67,100
7195,Soy Milk,66,0.61,3.34,4.42,5.3,0.57,5.59,0.76,95
7196,Almond Milk,64,6.27,0.26,9.74,9.44,0.22,6.09,0.83,94
7197,Cashew Milk,48,1.92,2.08,4.75,6.78,0.43,1.29,0.58,137
7198,Skim Milk,47,6.32,2.81,8.6,3.46,0.07,2.78,0.82,124
7199,2% Milk,70,4.62,0.6,2.04,9.82,0.62,7.55,0.3,133
7200,Cashew Milk,50,2.75,3.12,3.19,4.99,0.28,4.62,0.38,119
7201,Soy Milk,63,7.54,0.57,6.6,2.43,0.26,6.94,0.56,123
7202,Skim Milk,63,0.61,3.34,4.42,3.67,0.19,7.09,0.9,136
7203,Soy Milk,50,2.81,4.82,8.07,7.17,0.92,2.49,0.41,116
7204,Skim Milk,56,7.97,3.1,8.49,6.95,0.19,1.97,0.78,102
7205,Soy Milk,50,2.45,1.57,9.35,7.51,0.68,5.12,0.58,119
7206,Oat Milk,68,7.94,4.85,6.01,0.58,0.72,6.59,0.1,111
7207,Skim Milk,45,7.97,4.51,8.64,2.88,0.25,3.99,0.86,146
7208,Almond Milk,55,3.55,2.45,6.71,0.87,0.96,5.96,0.08,132
7209,Whole Milk,56,3.12,2.62,3.0,6.61,0.79,4.52,0.06,146
7210,Skim Milk,72,6.15,1.2,5.81,3.17,0.09,6.01,0.99,99
7211,Almond Milk,76,1.2,3.81,5.26,6.73,0.56,6.04,0.69,109
7212,Whole Milk,41,0.62,0.62,7.17,7.99,0.34,5.95,0.22,141
7213,Cashew Milk,79,6.08,1.13,11.05,0.99,0.34,2.48,0.23,130
7214,Whole Milk,47,6.45,4.89,1.44,8.86,0.41,1.73,0.17,147
7215,Almond Milk,60,7.93,3.97,5.59,4.42,0.54,2.97,0.72,139
7216,2% Milk,61,6.3,3.12,5.78,8.61,0.14,1.43,0.19,112
7217,Skim Milk,80,1.56,0.38,8.03,3.73,0.22,2.4,0.41,124
7218,Almond Milk,72,2.97,3.17,4.82,3.08,0.03,4.87,0.4,102
7219,Soy Milk,53,3.83,2.3,10.18,5.81,0.55,1.43,0.09,102
7220,Oat Milk,60,4.56,0.53,7.59,5.33,0.69,1.83,0.47,130
7221,2% Milk,71,1.5,4.03,11.82,7.84,0.95,6.84,0.16,145
7222,Cashew Milk,43,6.23,4.11,10.09,2.15,0.83,3.98,0.25,92
7223,Oat Milk,51,1.22,3.07,9.69,1.57,0.17,5.02,0.84,88
7224,Whole Milk,49,4.85,0.99,2.52,3.04,0.38,2.85,0.97,96
7225,Cashew Milk,62,6.54,3.84,1.85,8.71,0.87,6.29,0.53,140
7226,Whole Milk,59,7.85,2.89,5.14,5.07,0.91,1.93,0.4,96
7227,Soy Milk,42,2.82,3.32,4.41,9.75,0.94,7.31,0.22,109
7228,Soy Milk,57,6.28,2.74,9.49,5.78,0.78,4.21,0.39,113
7229,Almond Milk,66,5.71,0.36,1.86,4.76,0.52,2.55,0.07,100
7230,Oat Milk,68,2.12,1.36,11.23,2.38,0.49,6.75,0.2,123
7231,2% Milk,63,1.12,2.22,11.41,8.28,0.84,7.38,0.52,145
7232,Coconut Milk,46,3.38,1.37,11.54,5.71,0.47,6.95,0.57,141
7233,Almond Milk,56,6.79,2.9,1.07,5.53,0.63,3.65,0.96,99
7234,2% Milk,72,7.4,3.92,2.62,8.78,0.19,4.47,0.61,140
7235,Cashew Milk,72,4.42,1.42,1.57,4.07,0.23,3.72,0.92,100
7236,Coconut Milk,50,0.65,1.23,2.32,3.87,0.88,2.52,0.97,138
7237,Skim Milk,51,7.29,0.5,2.55,8.82,0.91,7.83,0.19,99
7238,Whole Milk,73,1.27,3.16,4.44,9.9,0.03,1.94,0.85,142
7239,2% Milk,68,4.86,1.88,3.01,2.75,0.52,7.68,0.41,124
7240,2% Milk,77,2.31,2.91,11.95,7.54,0.79,3.23,0.34,100
7241,Oat Milk,41,4.52,2.29,5.44,4.93,0.81,7.45,0.9,92
7242,Almond Milk,42,6.18,2.38,2.35,7.45,0.34,3.38,0.57,113
7243,Cashew Milk,54,3.03,0.13,11.35,4.8,0.08,2.93,0.79,119
7244,2% Milk,79,3.8,4.57,7.56,5.23,0.63,1.93,0.47,118
7245,Oat Milk,57,3.9,2.36,2.02,7.25,0.56,6.6,0.23,99
7246,Cashew Milk,60,2.93,1.86,1.84,7.24,0.69,6.95,0.72,102
7247,Cashew Milk,59,1.81,2.71,4.0,3.73,0.76,5.75,0.71,91
7248,Oat Milk,45,3.55,3.75,1.54,5.38,0.57,1.66,0.39,142
7249,Cashew Milk,65,7.34,0.37,7.14,1.5,0.82,4.61,0.24,80
7250,Coconut Milk,61,6.6,4.75,8.32,3.46,1.0,2.04,0.61,90
7251,Skim Milk,60,5.1,2.8,10.94,1.54,0.28,3.8,0.49,94
7252,Soy Milk,42,4.86,1.96,5.65,0.95,0.07,7.0,0.61,138
7253,Almond Milk,79,7.75,3.97,2.4,2.5,0.74,2.86,0.4,129
7254,Coconut Milk,63,6.78,4.72,9.57,1.22,0.07,5.72,0.06,150
7255,Whole Milk,42,1.31,0.85,6.83,3.85,0.1,4.52,0.39,139
7256,Whole Milk,78,2.0,4.01,6.73,5.0,0.5,4.91,0.19,102
7257,Coconut Milk,57,6.83,0.31,3.09,2.92,0.04,4.4,0.86,122
7258,Oat Milk,51,2.21,1.4,10.32,6.1,0.35,4.36,0.63,86
7259,Cashew Milk,66,1.77,1.43,5.12,2.62,0.03,1.02,0.14,97
7260,Cashew Milk,74,5.66,2.67,9.3,8.18,0.6,2.93,0.0,93
7261,Cashew Milk,47,2.5,0.29,10.2,0.98,0.95,3.73,0.85,147
7262,Cashew Milk,74,4.57,3.54,10.19,1.33,0.43,1.79,0.38,93
7263,Cashew Milk,48,2.87,1.71,9.22,5.71,0.61,2.19,0.37,101
7264,Almond Milk,75,1.65,0.98,8.81,4.85,0.35,5.38,0.25,128
7265,Oat Milk,66,2.74,3.51,1.22,6.92,0.19,1.23,0.17,114
7266,Skim Milk,67,7.9,4.96,2.5,9.82,0.19,2.31,0.99,138
7267,Cashew Milk,73,2.54,4.96,1.84,0.81,0.22,3.8,0.15,142
7268,Whole Milk,57,7.73,4.77,5.88,9.7,0.57,2.08,0.05,89
7269,Oat Milk,57,1.34,0.61,10.26,1.59,0.87,6.99,0.36,140
7270,2% Milk,47,6.54,1.62,2.26,5.28,0.92,7.69,0.95,110
7271,Soy Milk,70,5.67,2.5,11.9,4.38,0.54,2.68,0.53,128
7272,Oat Milk,65,0.59,2.45,10.03,5.78,0.53,6.43,0.35,141
7273,2% Milk,57,1.1,0.4,3.36,2.43,0.89,2.04,0.14,145
7274,Whole Milk,61,7.36,2.77,9.53,5.42,0.49,6.21,0.43,105
7275,Soy Milk,53,6.53,0.88,6.27,6.53,0.49,4.42,0.53,103
7276,2% Milk,47,0.6,1.71,11.06,1.9,0.14,3.02,0.25,138
7277,2% Milk,60,0.8,4.72,1.76,2.34,0.43,6.01,0.36,106
7278,Oat Milk,79,2.47,2.86,6.63,5.32,0.87,4.57,0.78,81
7279,Whole Milk,61,5.89,4.57,1.06,0.68,0.09,1.03,0.65,110
7280,Soy Milk,44,5.56,0.35,4.33,2.72,0.03,2.02,0.71,148
7281,Skim Milk,55,0.5,2.76,3.77,7.19,0.49,4.23,0.58,116
7282,Cashew Milk,59,5.18,1.36,1.48,2.98,0.13,4.17,0.11,132
7283,Whole Milk,46,4.91,3.72,8.35,1.71,0.82,3.76,0.21,120
7284,Skim Milk,71,5.02,0.4,4.08,8.71,0.32,4.72,0.22,104
7285,2% Milk,50,2.15,2.52,8.39,6.1,0.23,1.35,0.32,111
7286,Coconut Milk,60,5.91,4.14,8.16,1.05,0.8,3.01,0.75,102
7287,Cashew Milk,44,5.61,1.72,3.48,9.78,0.29,5.26,0.7,124
7288,Coconut Milk,52,7.07,2.72,6.07,3.05,0.95,7.47,0.66,117
7289,Coconut Milk,44,2.95,1.64,7.59,3.74,0.98,4.42,0.2,82
7290,Cashew Milk,73,1.47,4.37,8.09,7.41,0.4,6.66,0.7,119
7291,Coconut Milk,80,4.3,4.31,1.09,4.0,0.33,5.07,0.31,141
7292,Oat Milk,45,1.85,2.9,9.62,8.74,0.95,1.3,0.52,126
7293,Almond Milk,51,0.69,0.12,7.44,6.65,0.46,7.21,0.1,110
7294,Soy Milk,48,4.93,3.4,8.05,8.33,0.18,2.3,0.36,98
7295,Cashew Milk,71,5.17,0.5,3.32,6.16,0.41,3.79,0.03,100
7296,Oat Milk,65,4.84,3.19,5.25,8.83,0.11,2.83,0.35,144
7297,Soy Milk,71,7.73,3.73,9.26,4.52,0.7,1.53,0.5,120
7298,Cashew Milk,66,2.73,1.16,4.63,8.51,0.11,6.1,0.71,94
7299,Oat Milk,62,3.3,3.09,8.67,7.74,0.78,5.6,0.33,139
7300,Skim Milk,73,6.06,1.9,8.91,3.09,0.88,7.78,0.61,114
7301,Soy Milk,71,7.63,3.3,6.82,3.22,0.16,4.24,0.94,126
7302,Almond Milk,71,6.96,4.91,8.12,6.46,0.87,5.57,0.01,145
7303,2% Milk,40,3.88,4.33,6.38,5.45,0.02,3.76,0.14,119
7304,Skim Milk,63,1.98,2.23,11.14,0.62,0.17,6.05,0.84,87
7305,2% Milk,45,3.97,4.19,8.43,8.03,0.56,3.56,0.91,115
7306,Coconut Milk,58,5.4,1.25,4.2,0.61,0.79,6.81,0.01,130
7307,2% Milk,60,6.8,0.66,10.11,5.74,0.76,2.08,0.4,130
7308,Whole Milk,50,3.92,4.19,5.65,4.23,0.35,2.73,0.2,92
7309,Almond Milk,60,7.09,4.27,11.5,3.4,0.23,2.0,0.78,150
7310,Soy Milk,55,5.32,2.04,2.09,1.26,0.45,7.4,0.78,107
7311,Whole Milk,79,4.75,4.34,1.57,9.23,0.5,6.5,0.16,124
7312,Coconut Milk,70,6.88,2.76,6.59,6.11,0.74,3.16,0.87,131
7313,Coconut Milk,71,7.14,1.47,11.0,6.83,0.26,5.5,0.4,128
7314,Oat Milk,47,5.0,3.95,10.4,6.07,0.57,1.06,0.86,147
7315,Cashew Milk,52,1.48,1.8,7.61,4.5,0.85,4.93,0.88,116
7316,Skim Milk,46,4.57,3.67,5.46,4.17,0.57,2.53,0.67,123
7317,Cashew Milk,42,2.68,4.95,8.26,5.18,0.29,1.11,0.68,105
7318,Soy Milk,62,5.94,3.29,7.33,9.9,0.05,1.97,0.94,149
7319,Cashew Milk,64,5.26,0.43,2.18,2.09,0.02,3.95,0.27,130
7320,Coconut Milk,75,0.95,3.32,8.09,8.2,0.49,4.98,0.37,116
7321,Cashew Milk,57,1.33,4.59,9.94,8.9,0.27,5.92,0.72,113
7322,Soy Milk,73,6.98,0.27,3.09,9.53,0.35,4.22,0.09,119
7323,Oat Milk,78,1.44,4.97,11.36,5.92,0.18,5.97,0.46,90
7324,Soy Milk,46,1.62,4.29,2.73,1.64,0.21,2.94,0.32,131
7325,Soy Milk,40,0.64,4.38,8.5,5.01,0.85,7.24,0.39,139
7326,Cashew Milk,51,2.76,3.51,4.02,5.29,0.23,4.4,0.82,106
7327,Soy Milk,68,4.89,0.38,4.0,6.06,0.09,4.54,0.25,140
7328,Skim Milk,78,6.29,2.78,5.92,5.61,0.77,4.9,0.46,104
7329,Oat Milk,73,7.92,0.37,7.7,5.3,0.69,4.15,0.27,80
7330,Soy Milk,54,4.97,0.23,4.35,5.52,0.44,6.61,0.77,138
7331,Whole Milk,49,7.35,0.25,1.41,1.76,0.63,4.54,0.03,135
7332,Soy Milk,80,2.61,4.25,7.78,1.87,0.27,5.79,0.66,80
7333,Almond Milk,67,2.78,2.76,6.57,6.68,0.44,3.39,0.82,117
7334,Skim Milk,48,2.98,3.92,3.17,5.11,0.67,5.04,0.05,86
7335,Oat Milk,65,7.3,4.59,1.65,4.44,0.14,4.19,0.74,110
7336,Oat Milk,78,7.98,0.93,4.71,7.82,0.63,7.55,0.59,102
7337,Cashew Milk,63,3.62,0.29,1.01,9.4,0.86,1.82,0.4,140
7338,Whole Milk,49,4.7,3.91,5.12,5.21,0.75,1.01,0.86,139
7339,2% Milk,49,4.6,3.69,6.53,4.07,0.99,1.33,0.63,123
7340,Almond Milk,46,2.16,4.84,9.95,6.89,0.79,5.78,0.02,113
7341,2% Milk,54,0.69,3.17,7.96,5.08,0.75,5.5,0.16,89
7342,Coconut Milk,60,0.7,4.65,2.53,5.87,0.36,7.36,0.88,148
7343,Skim Milk,48,7.99,0.34,1.98,5.5,0.07,3.9,0.24,113
7344,Oat Milk,76,2.33,4.43,1.1,6.52,0.94,4.75,0.47,120
7345,Cashew Milk,62,7.54,1.14,10.62,0.95,0.4,3.1,0.22,150
7346,Coconut Milk,64,7.94,0.15,9.09,8.6,0.99,1.55,0.03,88
7347,Soy Milk,71,0.71,3.93,2.77,3.55,0.45,3.48,0.44,135
7348,Soy Milk,77,3.94,0.89,6.02,8.81,0.15,5.12,0.4,117
7349,2% Milk,73,1.36,2.91,9.2,6.75,0.73,2.79,0.19,120
7350,Almond Milk,61,7.36,1.65,10.66,2.56,0.39,7.71,0.14,148
7351,Coconut Milk,68,1.63,1.51,1.71,2.13,0.87,6.46,0.36,85
7352,2% Milk,69,6.72,4.7,11.08,1.33,0.77,5.2,0.83,101
7353,2% Milk,68,7.25,2.42,8.11,4.02,0.52,7.39,0.05,137
7354,Soy Milk,77,7.47,2.11,1.37,1.85,0.45,2.27,0.1,96
7355,Oat Milk,42,3.44,0.33,8.21,7.7,0.73,3.69,0.59,122
7356,Soy Milk,74,0.88,1.93,3.69,5.53,0.26,5.81,0.27,126
7357,Almond Milk,55,6.12,2.99,6.31,3.8,0.67,3.36,0.62,94
7358,Almond Milk,65,0.96,3.54,7.82,9.05,0.95,6.6,0.63,105
7359,Almond Milk,42,7.71,4.89,2.65,2.37,0.23,7.53,0.29,123
7360,Coconut Milk,80,7.03,2.9,10.63,4.11,0.86,2.11,0.66,147
7361,Soy Milk,77,5.1,4.47,1.41,6.49,0.15,3.5,0.77,94
7362,Coconut Milk,63,1.29,0.89,6.97,3.96,0.9,5.73,0.18,149
7363,Skim Milk,44,2.6,4.5,1.41,8.66,0.42,3.3,0.21,135
7364,Cashew Milk,59,5.57,3.5,10.47,1.77,0.04,1.69,0.59,87
7365,Oat Milk,69,0.95,3.29,3.07,4.87,0.26,3.11,0.15,83
7366,Coconut Milk,62,7.73,0.93,6.27,2.7,0.34,6.31,0.76,103
7367,Oat Milk,63,6.73,4.37,1.08,4.91,0.48,5.3,0.78,146
7368,Almond Milk,44,1.58,3.47,7.36,7.59,0.4,4.45,0.31,126
7369,Whole Milk,51,1.54,1.53,5.28,7.92,0.28,7.15,0.66,142
7370,Whole Milk,74,1.34,3.49,3.96,3.58,0.6,2.21,0.56,112
7371,Soy Milk,41,6.6,2.42,4.96,1.6,0.45,4.33,0.25,143
7372,Oat Milk,60,2.17,3.11,4.33,8.56,0.25,1.62,0.4,96
7373,Almond Milk,67,0.98,1.2,4.95,9.74,0.29,6.64,0.23,109
7374,2% Milk,74,8.0,2.37,1.04,5.66,0.95,5.06,0.55,113
7375,Almond Milk,73,2.27,2.58,9.99,4.88,0.02,2.77,0.02,115
7376,2% Milk,80,7.06,2.75,9.02,0.92,0.86,7.84,0.6,139
7377,Oat Milk,70,4.75,2.91,4.43,6.58,0.62,7.94,0.09,94
7378,Almond Milk,63,3.74,1.6,11.76,7.83,0.75,5.52,0.43,87
7379,Cashew Milk,55,6.29,3.73,9.76,8.14,0.89,3.12,0.16,125
7380,Soy Milk,69,0.62,1.24,6.16,2.19,0.01,5.81,0.68,128
7381,Coconut Milk,48,6.75,2.87,1.7,2.37,0.65,2.34,0.35,116
7382,Soy Milk,69,5.05,3.83,10.89,6.94,0.16,6.85,0.73,147
7383,Soy Milk,65,6.4,3.85,10.21,2.82,0.64,1.67,0.44,105
7384,Whole Milk,51,5.86,1.09,9.35,1.55,0.25,5.87,0.19,142
7385,Almond Milk,65,3.32,1.02,10.38,9.02,0.29,1.16,0.39,118
7386,2% Milk,50,0.83,3.46,7.54,4.97,0.39,2.87,0.52,143
7387,2% Milk,40,3.78,4.96,3.6,4.15,0.14,3.29,0.89,105
7388,Coconut Milk,66,1.67,4.06,2.28,4.97,0.86,4.4,0.91,124
7389,Soy Milk,46,2.53,2.28,10.12,6.23,0.7,7.03,0.3,129
7390,Skim Milk,71,7.33,4.66,9.98,8.09,0.04,5.81,0.35,80
7391,2% Milk,52,3.72,1.19,6.3,1.84,0.77,3.28,0.6,146
7392,Oat Milk,65,6.82,4.17,6.97,9.65,0.57,1.41,0.03,105
7393,Skim Milk,72,2.2,1.03,9.15,7.94,0.94,6.21,0.91,146
7394,Almond Milk,40,4.97,1.57,9.7,7.65,0.53,1.73,0.88,98
7395,Oat Milk,59,4.49,0.42,7.3,8.45,0.74,2.4,0.33,110
7396,Skim Milk,58,3.34,0.72,10.94,6.71,0.57,1.92,0.59,109
7397,2% Milk,44,2.7,1.99,10.31,1.98,0.39,1.63,0.76,133
7398,Oat Milk,70,1.79,0.72,8.08,8.08,0.58,1.62,0.1,89
7399,Soy Milk,75,5.15,2.19,8.65,9.84,0.26,3.17,0.81,141
7400,2% Milk,50,3.82,4.45,9.54,2.7,0.12,5.97,0.64,119
7401,Cashew Milk,58,7.46,3.06,5.48,2.53,0.52,2.15,0.94,110
7402,Oat Milk,72,6.55,4.56,6.14,9.9,0.76,5.21,0.52,107
7403,Skim Milk,73,2.4,1.71,2.12,3.92,0.75,4.36,0.61,145
7404,Almond Milk,69,6.84,4.13,3.34,2.77,0.66,7.31,0.55,82
7405,Cashew Milk,77,3.48,0.59,8.98,5.01,0.82,5.92,0.83,84
7406,Soy Milk,60,7.57,0.35,1.93,0.71,0.11,5.34,0.86,85
7407,Skim Milk,57,3.88,4.06,2.17,9.26,0.81,5.58,0.82,128
7408,Soy Milk,40,7.52,3.01,11.4,1.24,0.74,4.2,0.02,92
7409,Whole Milk,67,2.5,4.93,5.04,3.28,0.4,1.22,0.27,108
7410,Coconut Milk,51,1.42,3.89,2.45,5.7,0.1,3.17,0.38,95
7411,Oat Milk,52,0.52,3.89,10.44,1.14,0.59,3.75,0.46,97
7412,Cashew Milk,73,0.52,2.62,8.84,9.58,0.71,3.87,0.76,124
7413,Coconut Milk,75,2.99,0.19,5.72,4.76,0.75,2.93,0.94,117
7414,Soy Milk,54,6.4,2.26,6.87,1.51,0.48,3.78,0.19,87
7415,Almond Milk,50,6.96,4.91,11.25,3.59,0.85,7.25,0.28,110
7416,2% Milk,74,2.64,0.26,5.15,1.79,0.3,1.88,0.4,138
7417,Whole Milk,63,3.37,2.3,5.57,2.75,0.52,4.45,0.17,81
7418,2% Milk,62,4.94,4.42,3.47,5.62,0.57,4.83,0.55,80
7419,2% Milk,47,6.07,1.32,8.04,4.55,0.58,7.32,0.77,123
7420,Almond Milk,56,5.15,4.33,1.29,7.81,0.04,3.67,0.43,93
7421,Skim Milk,75,1.92,0.49,1.64,2.47,0.72,1.74,0.9,99
7422,Almond Milk,43,4.55,3.29,11.14,3.58,0.46,5.21,0.05,136
7423,Skim Milk,48,7.24,1.14,3.83,7.7,0.87,2.21,0.36,112
7424,Cashew Milk,77,4.93,0.74,6.09,7.35,0.11,7.49,0.49,142
7425,Whole Milk,63,2.66,3.4,4.48,6.86,0.9,2.95,0.33,123
7426,Coconut Milk,62,6.2,0.53,6.84,3.55,0.3,4.44,0.66,149
7427,Oat Milk,75,3.5,3.47,6.43,9.0,0.25,5.33,0.09,123
7428,Almond Milk,72,5.54,4.28,3.15,9.09,0.27,3.69,0.27,107
7429,Whole Milk,73,1.72,3.93,5.56,2.72,0.86,1.34,0.31,131
7430,Coconut Milk,64,1.95,4.76,11.43,2.55,0.1,6.71,0.02,146
7431,Skim Milk,80,2.66,3.25,10.03,9.13,0.37,4.83,0.4,147
