Id,Product Name,Energy (kcal),Fat Proportion (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
6474,Soy Milk,50,4.18,1.62,5.05,5.64,0.28,1.19,0.48,96
6475,Whole Milk,50,2.5,3.09,5.93,1.08,0.14,6.83,0.62,106
6476,Cashew Milk,68,2.29,1.58,5.95,2.98,0.36,7.29,0.94,91
6477,Coconut Milk,48,5.32,2.91,2.94,6.3,0.12,1.03,0.61,132
6478,Coconut Milk,60,5.13,4.69,8.53,3.74,0.85,3.62,0.51,106
6479,Whole Milk,66,4.24,4.22,8.29,2.8,0.17,2.8,0.39,139
6480,Oat Milk,46,3.35,0.33,5.15,8.16,0.45,7.63,0.34,105
6481,Soy Milk,55,3.88,1.04,9.02,3.18,0.48,6.98,0.59,110
6482,Whole Milk,48,3.65,1.4,5.47,8.1,0.04,7.06,0.85,95
6483,Coconut Milk,55,4.81,0.35,1.2,5.29,0.32,6.29,0.22,81
6484,Oat Milk,60,6.03,1.65,2.01,8.92,0.12,3.87,0.43,143
6485,Almond Milk,40,4.15,3.21,6.12,4.85,0.47,1.65,0.06,143
6486,Whole Milk,59,5.9,4.39,10.41,1.22,0.44,4.93,0.84,81
6487,Coconut Milk,80,5.22,4.72,8.09,7.83,0.63,3.5,0.07,113
6488,Oat Milk,60,1.26,3.91,1.88,9.47,0.33,3.77,0.64,115
6489,Soy Milk,71,3.7,1.66,6.37,4.78,0.2,1.42,0.71,121
6490,Almond Milk,40,1.32,1.05,8.43,8.66,0.86,7.27,0.89,138
6491,Oat Milk,53,5.72,4.34,6.45,5.13,0.62,4.26,0.28,112
6492,Oat Milk,42,3.26,4.0,4.79,4.78,0.9,6.44,0.37,109
6493,Cashew Milk,49,7.85,4.41,9.14,8.64,0.97,7.78,0.08,121
6494,Oat Milk,64,6.57,0.84,1.59,3.07,0.68,7.71,0.79,124
6495,Oat Milk,55,6.36,1.41,10.38,6.2,0.04,4.31,0.39,139
6496,Skim Milk,76,2.52,4.18,10.69,5.78,0.46,6.34,0.22,96
6497,Skim Milk,66,5.2,3.1,3.31,2.75,0.71,2.23,0.42,96
6498,Oat Milk,47,6.46,2.34,1.71,4.22,0.54,1.11,0.29,140
6499,Skim Milk,55,5.48,2.26,7.92,9.36,0.53,1.03,0.06,128
6500,Coconut Milk,67,3.98,4.27,10.2,1.43,0.74,1.65,0.06,105
6501,Soy Milk,52,3.89,1.07,7.8,2.84,0.8,4.02,0.58,103
6502,Whole Milk,41,2.87,1.51,7.53,2.61,0.26,3.59,0.79,93
6503,Skim Milk,46,6.85,3.95,1.09,2.37,0.31,6.51,0.57,84
6504,Whole Milk,56,7.12,3.15,6.57,4.61,0.19,2.74,0.25,113
6505,Almond Milk,55,3.17,1.28,10.41,4.37,0.57,6.56,0.71,89
6506,Almond Milk,66,2.86,1.7,1.22,4.97,0.65,5.77,0.73,110
6507,2% Milk,68,7.78,3.22,10.52,2.65,0.17,5.56,0.3,125
6508,2% Milk,76,6.63,2.12,10.74,9.22,0.16,2.87,0.43,145
6509,Coconut Milk,40,1.74,1.4,5.04,9.7,0.95,5.06,0.6,109
6510,Skim Milk,57,7.54,1.58,9.29,6.55,0.86,7.43,0.23,91
6511,2% Milk,41,5.62,1.38,5.07,5.68,0.22,3.81,0.31,118
6512,Skim Milk,69,6.06,4.09,2.33,3.81,0.44,4.62,0.65,92
6513,Soy Milk,64,5.9,2.24,4.71,1.62,0.42,1.16,0.32,113
6514,Cashew Milk,41,2.15,2.6,11.21,7.61,0.15,5.3,0.65,122
6515,Oat Milk,46,4.47,1.87,11.74,1.44,0.31,4.4,0.74,129
6516,Whole Milk,61,4.97,0.36,10.63,2.94,0.77,7.53,0.43,146
6517,Cashew Milk,60,3.04,0.72,6.62,2.13,0.11,7.21,0.33,88
6518,Cashew Milk,76,5.4,1.3,11.1,8.71,0.01,5.38,0.99,101
6519,Skim Milk,54,6.11,0.34,2.06,1.95,0.35,6.7,0.78,97
6520,2% Milk,59,2.13,2.85,3.8,2.22,0.56,1.38,0.13,96
6521,Whole Milk,60,4.86,2.49,2.48,1.67,0.88,4.91,0.77,102
6522,Soy Milk,58,0.84,4.92,2.5,3.46,0.95,6.75,0.93,80
6523,Skim Milk,52,1.56,0.99,5.14,8.39,0.71,3.88,0.02,116
6524,2% Milk,70,6.96,0.33,8.54,6.21,0.47,4.12,0.11,98
6525,2% Milk,56,5.01,1.53,8.56,6.81,0.4,7.13,0.71,130
6526,Whole Milk,49,2.93,2.31,3.89,8.19,0.18,5.16,0.97,94
6527,Oat Milk,52,1.71,4.72,1.95,4.33,0.36,6.76,0.85,127
6528,Oat Milk,58,5.37,4.49,7.64,7.96,0.08,4.73,0.97,131
6529,Almond Milk,46,1.53,0.64,4.95,5.08,0.69,5.43,0.47,97
6530,Oat Milk,43,4.81,0.94,2.65,1.66,0.8,4.54,0.39,92
6531,Almond Milk,40,1.75,4.08,5.68,3.84,0.55,1.17,0.79,108
6532,2% Milk,53,7.88,3.85,6.03,1.24,0.37,1.48,0.01,87
6533,Soy Milk,72,6.22,3.8,1.89,9.22,1.0,7.11,0.7,99
6534,Coconut Milk,40,5.82,4.71,2.35,4.07,0.49,6.36,0.21,112
6535,Coconut Milk,77,2.52,3.16,10.32,4.74,0.33,5.75,0.13,124
6536,Skim Milk,70,5.2,1.75,4.47,9.24,0.31,3.2,0.56,110
6537,Oat Milk,40,3.67,2.36,2.34,1.27,0.02,5.94,0.15,99
6538,Almond Milk,46,1.18,4.16,3.86,5.12,0.81,6.92,0.16,120
6539,Almond Milk,71,5.0,0.7,5.42,6.69,0.76,4.77,0.49,150
6540,Cashew Milk,53,3.62,3.83,8.88,8.09,0.28,4.89,0.76,84
6541,Soy Milk,67,6.19,3.37,1.6,1.56,0.01,4.55,0.22,111
6542,Soy Milk,60,1.93,1.76,7.73,9.18,0.49,4.09,0.08,111
6543,Cashew Milk,77,7.39,2.83,10.56,3.01,0.45,7.51,0.45,82
6544,Soy Milk,53,6.45,4.07,6.93,6.09,0.92,5.9,0.38,102
6545,Coconut Milk,51,2.08,3.43,8.76,0.69,0.45,3.72,0.28,126
6546,Skim Milk,57,4.69,3.53,2.4,0.7,0.48,2.98,0.61,106
6547,Skim Milk,80,7.98,0.82,10.49,3.23,0.6,2.6,0.64,98
6548,2% Milk,70,1.47,0.65,4.73,7.36,0.93,5.36,0.31,131
6549,Skim Milk,43,6.77,2.98,9.72,2.09,0.57,6.95,0.27,134
6550,Whole Milk,54,4.09,2.74,2.46,5.81,0.63,1.84,0.67,131
6551,Soy Milk,62,3.51,2.51,3.47,0.89,0.81,2.78,0.93,119
6552,Coconut Milk,58,5.05,2.99,4.43,5.22,0.17,5.06,0.34,127
6553,Cashew Milk,61,4.43,2.45,1.31,4.93,0.97,1.23,0.67,145
6554,Oat Milk,49,6.97,3.25,10.32,1.17,0.3,1.91,0.96,123
6555,Cashew Milk,73,7.45,2.47,1.95,2.88,0.87,6.56,0.26,114
6556,Soy Milk,57,3.45,3.36,4.36,6.97,0.91,1.46,0.47,139
6557,Cashew Milk,57,6.97,1.46,6.24,8.34,0.56,5.88,0.35,134
6558,2% Milk,58,5.72,1.34,9.03,7.31,0.11,7.17,0.64,94
6559,2% Milk,80,5.66,2.24,11.43,9.2,0.65,2.68,0.38,120
6560,Coconut Milk,42,6.32,4.13,6.3,2.02,0.31,2.04,0.51,140
6561,Soy Milk,55,6.66,0.52,3.42,7.98,0.35,3.22,0.43,100
6562,Cashew Milk,72,4.88,4.1,7.48,7.69,0.68,2.2,0.67,135
6563,Coconut Milk,53,3.78,1.14,1.16,6.57,0.01,4.84,0.99,114
6564,Soy Milk,51,4.37,4.14,2.68,6.77,0.91,4.64,0.01,91
6565,2% Milk,43,7.42,0.88,2.01,2.96,0.65,2.4,0.67,119
6566,Skim Milk,74,4.32,4.66,9.56,9.61,0.05,1.89,0.34,116
6567,2% Milk,53,0.72,0.45,7.11,3.93,0.98,6.53,0.37,88
6568,Skim Milk,42,4.73,4.89,7.06,1.12,0.81,4.85,0.93,80
6569,Skim Milk,75,3.87,1.18,3.31,9.16,0.32,2.45,0.31,85
6570,Oat Milk,55,7.86,3.06,11.06,1.47,0.66,4.14,0.54,97
6571,Skim Milk,73,5.9,3.67,10.73,7.07,0.22,6.86,0.04,99
6572,Cashew Milk,54,7.86,1.73,8.07,3.83,0.96,1.01,0.4,91
6573,Skim Milk,67,0.62,2.36,10.08,6.24,0.45,5.23,0.07,143
6574,2% Milk,77,2.33,2.66,5.01,7.61,0.31,2.26,0.87,92
6575,Almond Milk,79,4.93,0.47,5.84,4.16,0.09,5.96,0.89,85
6576,Almond Milk,74,5.6,3.55,3.97,5.2,0.19,2.88,0.28,130
6577,2% Milk,56,6.64,2.85,9.82,2.47,0.99,3.3,0.77,106
6578,Whole Milk,70,5.95,1.72,2.14,4.67,0.4,5.3,0.15,113
6579,Almond Milk,43,4.69,3.99,1.38,3.81,0.13,2.79,0.43,149
6580,Cashew Milk,61,4.94,4.91,1.58,6.46,0.71,1.26,0.72,87
6581,Cashew Milk,42,3.46,0.18,5.11,9.93,0.23,5.02,0.09,143
6582,Almond Milk,64,6.1,3.33,4.6,1.74,0.31,7.15,0.56,137
6583,Cashew Milk,64,0.99,1.42,4.71,5.77,0.91,5.01,0.53,84
6584,Skim Milk,61,4.72,4.94,4.39,7.95,0.12,4.28,0.28,80
6585,Skim Milk,47,5.0,4.8,1.3,8.46,0.72,5.23,0.25,150
6586,2% Milk,41,6.96,0.45,8.93,9.95,0.28,2.36,0.31,147
6587,Coconut Milk,69,5.46,4.87,10.92,9.7,0.95,4.62,0.43,81
6588,Coconut Milk,60,5.47,1.14,3.34,2.13,0.48,5.99,0.8,131
6589,Coconut Milk,45,6.43,3.63,11.41,1.43,0.7,6.07,0.96,125
6590,Coconut Milk,58,2.46,3.64,9.23,0.66,0.28,3.06,0.82,91
6591,Whole Milk,72,3.42,0.61,7.38,1.78,0.93,1.74,0.27,116
6592,Cashew Milk,59,2.06,4.93,10.52,7.85,0.36,6.29,0.9,113
6593,Soy Milk,51,2.84,1.19,9.96,5.41,0.32,6.23,0.63,85
6594,Oat Milk,54,1.55,4.0,3.5,0.64,0.93,1.98,0.51,112
6595,Cashew Milk,73,2.9,4.04,10.04,4.09,0.63,2.59,0.01,121
6596,Whole Milk,46,4.55,1.63,11.36,3.38,0.95,7.59,0.9,124
6597,Skim Milk,80,5.26,4.26,5.77,6.86,0.44,4.0,0.6,118
6598,Almond Milk,77,0.52,3.54,10.52,2.99,0.21,5.78,0.38,108
6599,2% Milk,55,7.42,1.97,4.95,8.63,0.81,2.04,0.12,92
6600,Cashew Milk,53,7.16,2.04,9.75,2.74,0.41,4.18,0.81,81
6601,Oat Milk,70,6.55,3.93,10.56,6.57,0.38,7.8,0.68,99
6602,Coconut Milk,53,4.63,3.96,3.91,7.92,0.47,3.92,0.84,118
6603,Soy Milk,68,3.6,2.14,3.81,6.23,0.57,6.03,0.91,148
6604,Oat Milk,43,1.66,4.66,11.01,8.26,0.46,5.97,0.79,106
6605,Cashew Milk,40,5.03,1.32,5.41,9.96,0.13,1.83,0.69,127
6606,Soy Milk,62,7.79,4.21,7.59,4.08,0.08,6.1,0.3,144
6607,Coconut Milk,68,4.03,2.09,9.68,3.03,0.8,5.98,0.59,107
6608,Cashew Milk,51,4.31,2.01,6.31,5.14,0.16,6.75,0.21,136
6609,Cashew Milk,78,4.34,2.05,8.63,1.1,0.47,2.65,0.5,117
6610,2% Milk,67,3.84,0.31,7.4,7.49,0.15,5.6,0.93,115
6611,Cashew Milk,55,1.4,4.83,11.39,2.99,0.88,2.37,0.96,83
6612,Almond Milk,50,4.79,3.6,2.65,3.37,1.0,6.29,0.74,90
6613,Almond Milk,58,5.62,2.12,8.43,9.38,0.8,5.11,0.54,99
6614,2% Milk,49,3.97,1.23,7.7,4.95,0.01,6.51,0.93,80
6615,Whole Milk,62,3.1,4.88,7.34,8.66,0.83,3.95,0.94,82
6616,2% Milk,48,0.61,3.65,3.18,9.8,0.19,4.92,0.93,82
6617,Whole Milk,77,7.42,1.96,10.2,4.01,0.72,5.68,0.25,98
6618,Whole Milk,73,2.11,0.59,2.52,5.93,0.1,7.28,0.3,88
6619,Coconut Milk,75,7.28,0.73,4.34,7.51,0.01,4.36,0.18,117
6620,Oat Milk,48,1.53,4.29,9.72,5.53,0.97,4.83,0.73,128
6621,Almond Milk,70,2.27,1.45,10.63,1.38,0.1,6.42,0.23,90
6622,Cashew Milk,64,7.26,1.44,1.27,4.47,0.2,3.31,0.53,134
6623,Soy Milk,52,5.8,4.02,2.23,4.92,0.27,5.41,0.64,84
6624,Oat Milk,45,6.28,3.28,9.91,1.59,0.31,4.84,0.66,94
6625,Oat Milk,43,0.8,1.0,1.72,9.28,0.04,3.38,0.13,121
6626,Soy Milk,58,5.15,0.29,3.82,5.16,0.51,5.44,0.78,105
6627,Skim Milk,67,1.41,0.56,11.38,6.11,0.92,4.87,0.47,117
6628,Cashew Milk,69,4.36,3.16,10.04,9.05,0.05,4.29,0.62,128
6629,Skim Milk,46,6.99,3.01,7.52,3.46,0.19,7.29,0.59,134
6630,Oat Milk,48,5.1,4.31,5.54,9.63,0.75,6.23,0.51,95
6631,Cashew Milk,52,7.14,3.2,11.76,1.14,0.06,5.81,0.09,135
6632,Skim Milk,57,5.63,2.87,4.51,3.97,0.92,2.16,0.56,148
6633,Skim Milk,47,7.44,2.85,11.2,8.62,0.59,3.96,0.48,124
6634,Cashew Milk,74,6.46,4.42,7.83,1.7,0.46,2.67,0.78,138
6635,Cashew Milk,45,5.7,0.82,3.21,0.99,0.61,6.11,0.87,80
6636,Skim Milk,48,5.67,4.22,6.13,9.05,1.0,3.49,0.21,90
6637,Oat Milk,69,3.82,3.28,9.48,3.48,0.05,6.67,0.84,102
6638,Soy Milk,72,3.37,3.57,10.19,0.75,0.8,6.79,0.69,111
6639,Oat Milk,69,0.79,0.18,6.15,9.27,0.71,5.93,0.36,81
6640,Oat Milk,74,7.3,3.78,2.98,1.99,0.09,5.86,0.3,141
6641,Coconut Milk,48,5.67,1.83,5.74,6.75,0.14,7.37,0.35,93
6642,2% Milk,51,5.42,0.46,9.56,4.2,0.28,4.26,0.51,140
6643,Soy Milk,73,4.46,4.94,8.17,3.26,0.82,6.6,0.86,111
6644,Cashew Milk,47,5.42,0.74,8.83,5.26,0.15,2.28,0.93,120
6645,Whole Milk,57,5.69,1.96,1.75,2.86,0.85,2.39,0.55,144
6646,Cashew Milk,70,3.17,0.48,3.51,4.61,0.45,7.68,0.41,102
6647,Oat Milk,62,2.22,2.4,7.32,6.96,0.65,1.1,0.45,138
6648,Almond Milk,44,7.41,1.04,11.77,0.55,0.94,6.11,0.4,118
6649,Skim Milk,74,1.6,4.9,3.92,6.61,0.4,6.17,0.55,100
6650,Almond Milk,69,1.03,0.36,8.22,8.55,0.15,2.6,0.96,96
6651,Whole Milk,74,6.72,3.91,8.99,6.3,0.71,2.61,0.04,90
6652,Almond Milk,66,3.63,1.28,5.97,9.14,0.96,7.97,0.5,102
6653,Skim Milk,51,7.77,4.53,9.63,7.54,0.96,1.12,0.91,148
6654,Soy Milk,45,3.63,2.63,11.35,0.62,0.18,6.88,0.89,103
6655,Almond Milk,78,7.76,4.54,2.93,6.73,0.98,1.08,0.71,141
6656,Oat Milk,57,3.18,0.23,10.01,2.02,0.7,7.61,0.29,112
6657,Coconut Milk,69,1.32,1.55,7.51,8.45,0.06,7.06,0.04,148
6658,Cashew Milk,46,7.14,0.11,1.44,9.4,0.79,3.93,0.44,99
6659,Cashew Milk,46,7.55,2.7,3.76,6.81,0.83,6.28,0.19,82
6660,2% Milk,64,7.98,4.32,6.54,4.31,0.22,3.77,0.11,137
6661,Skim Milk,73,5.39,2.59,10.45,8.99,0.86,7.26,0.61,149
6662,Soy Milk,47,5.36,4.69,1.81,9.21,0.13,4.83,0.35,120
6663,Coconut Milk,48,6.88,0.54,2.66,6.77,0.47,4.79,0.63,114
6664,Oat Milk,79,7.7,1.73,10.89,8.12,1.0,7.03,0.77,141
6665,Almond Milk,77,5.89,3.0,10.08,9.74,0.32,2.83,0.76,111
6666,Soy Milk,71,3.4,4.07,5.8,1.62,0.25,3.31,0.91,107
6667,Soy Milk,72,0.79,1.61,6.71,2.95,0.31,7.36,0.1,110
6668,Whole Milk,61,4.72,3.34,9.86,6.45,0.6,2.91,0.37,135
6669,Coconut Milk,80,1.42,0.11,2.06,4.58,0.37,6.33,0.05,103
6670,Whole Milk,41,1.53,1.38,5.66,4.29,0.61,4.22,0.45,132
6671,Cashew Milk,75,3.69,0.18,6.93,5.39,0.84,5.62,0.65,121
6672,Coconut Milk,47,4.94,0.31,2.19,7.49,0.38,4.12,0.85,97
6673,Whole Milk,57,3.09,1.57,5.47,6.44,0.48,4.54,0.1,136
6674,Whole Milk,54,4.18,3.68,5.41,8.79,0.3,3.42,0.5,94
6675,Soy Milk,65,4.05,4.78,1.85,7.37,0.91,4.29,0.69,142
6676,2% Milk,57,3.91,4.04,11.28,9.49,0.74,6.02,0.04,116
6677,Coconut Milk,74,3.68,3.55,6.89,2.52,0.65,6.69,0.65,125
6678,Cashew Milk,70,5.55,4.36,5.53,0.97,0.4,3.42,0.06,126
6679,Almond Milk,57,6.11,0.58,7.7,7.94,0.88,4.89,0.39,98
6680,Almond Milk,51,7.02,4.51,2.9,5.02,0.18,7.21,0.05,140
6681,2% Milk,48,0.82,0.94,9.1,0.89,0.94,4.28,0.42,84
6682,2% Milk,51,2.91,3.9,10.46,5.58,0.24,7.57,0.64,124
6683,Almond Milk,74,7.13,4.09,10.03,2.57,0.19,6.11,0.85,126
6684,Coconut Milk,40,4.16,2.45,6.8,2.35,0.05,3.5,0.85,83
6685,Oat Milk,58,2.15,4.93,3.92,7.49,0.85,5.34,0.75,114
6686,Cashew Milk,75,4.17,4.81,11.56,7.45,0.69,6.94,0.09,111
6687,Oat Milk,61,3.11,3.96,6.68,3.48,0.49,4.36,0.44,95
6688,Whole Milk,63,1.83,3.61,1.19,3.0,0.84,6.43,0.84,143
6689,Oat Milk,63,3.92,3.57,11.01,2.4,0.2,5.55,0.35,131
6690,2% Milk,59,6.83,4.76,4.34,2.44,0.33,4.92,0.88,116
6691,2% Milk,67,4.96,1.92,1.22,4.04,0.48,3.57,0.97,116
6692,Skim Milk,61,5.76,0.16,11.72,0.6,0.13,5.27,0.87,131
6693,Coconut Milk,41,7.9,3.12,4.81,2.56,0.92,1.53,0.69,114
6694,Soy Milk,79,5.74,3.94,1.18,0.65,0.66,7.08,0.78,110
6695,Soy Milk,72,4.99,2.46,2.4,5.92,0.1,7.89,0.5,85
6696,Whole Milk,55,3.17,3.99,7.01,4.29,0.38,4.9,0.0,122
6697,Skim Milk,53,3.07,3.4,3.3,0.72,0.47,4.02,0.03,140
6698,Whole Milk,48,1.69,4.37,3.92,0.95,0.39,6.75,0.54,82
6699,Soy Milk,55,2.97,4.35,10.67,4.97,0.68,4.51,0.26,137
6700,Almond Milk,75,2.11,1.53,3.78,7.61,0.62,5.95,0.59,103
6701,Skim Milk,77,6.02,3.98,6.69,5.13,0.2,4.7,0.46,138
6702,Almond Milk,66,1.82,3.74,2.71,3.92,0.64,3.74,0.73,130
6703,Oat Milk,63,1.76,0.6,9.12,6.84,0.59,6.34,0.2,138
6704,Coconut Milk,58,2.03,2.94,8.93,7.75,0.47,7.94,0.71,80
6705,Soy Milk,79,2.77,4.82,8.58,1.82,0.44,3.74,0.35,141
6706,Coconut Milk,63,5.83,3.67,7.5,3.24,0.37,6.86,0.41,140
6707,Whole Milk,60,4.66,2.34,3.24,6.09,0.65,5.29,0.91,108
6708,Almond Milk,60,6.16,1.58,3.86,1.04,0.06,7.12,0.62,88
6709,Soy Milk,69,4.94,1.36,5.93,7.11,0.2,1.28,0.19,132
6710,Oat Milk,66,6.45,2.46,6.4,7.87,0.54,4.48,0.57,116
6711,Whole Milk,56,4.25,1.15,8.17,3.85,0.37,7.93,0.59,125
6712,2% Milk,72,7.6,2.09,4.45,3.72,0.29,5.54,0.26,80
6713,2% Milk,47,0.68,1.87,3.1,6.74,0.94,6.49,0.59,84
6714,Almond Milk,43,4.61,4.2,2.01,2.4,0.16,4.06,0.53,149
6715,Soy Milk,53,1.21,3.4,1.46,8.2,0.87,3.41,0.53,131
6716,Soy Milk,75,6.37,2.94,3.94,2.47,0.52,6.86,0.08,140
6717,Cashew Milk,80,0.81,4.61,10.02,9.53,0.81,5.44,0.45,101
6718,Soy Milk,75,4.42,1.21,3.59,8.22,0.37,4.92,0.96,126
6719,Coconut Milk,66,5.17,2.77,8.82,6.09,0.19,7.7,0.35,134
6720,Almond Milk,41,3.91,1.72,10.76,2.36,0.62,7.15,0.9,98
6721,Soy Milk,44,6.17,1.95,4.68,8.19,1.0,1.7,0.86,102
6722,2% Milk,49,3.86,1.05,4.62,4.23,0.61,3.63,0.5,105
6723,2% Milk,73,3.2,1.64,8.97,6.66,0.29,3.85,0.18,133
6724,Whole Milk,70,1.43,3.8,3.96,8.77,0.74,1.98,0.54,134
6725,Soy Milk,43,3.91,0.12,10.74,4.45,0.86,6.82,0.18,83
6726,Skim Milk,60,7.61,2.64,7.07,0.51,0.93,5.31,0.77,129
6727,2% Milk,80,5.93,0.48,1.15,4.56,0.09,2.48,0.67,101
6728,Coconut Milk,65,1.36,2.66,10.77,0.75,0.35,6.93,0.73,146
6729,Almond Milk,52,4.5,3.65,10.62,5.7,0.16,6.36,0.32,99
6730,Soy Milk,49,6.53,1.15,11.43,2.16,0.47,3.04,0.73,117
6731,Whole Milk,74,6.0,0.46,4.67,7.71,0.26,3.67,0.71,115
6732,2% Milk,40,2.83,3.46,1.78,4.48,0.33,4.67,0.29,132
6733,Coconut Milk,46,6.16,3.71,5.49,6.97,0.8,7.0,0.58,140
6734,2% Milk,79,7.2,0.12,2.7,8.21,0.98,3.55,0.34,121
6735,Cashew Milk,68,6.78,1.98,9.1,6.03,0.83,7.77,0.1,134
6736,Almond Milk,75,2.5,1.33,7.36,8.55,0.69,5.63,0.36,129
6737,Cashew Milk,46,2.62,2.14,2.59,4.78,0.66,1.1,0.93,140
6738,2% Milk,57,2.89,4.29,8.68,6.47,0.97,5.26,0.71,103
6739,Oat Milk,54,6.59,2.7,9.83,3.15,0.37,2.61,0.02,143
6740,Oat Milk,60,6.5,4.26,1.73,9.73,0.73,1.56,0.48,135
6741,2% Milk,49,3.23,2.57,2.38,7.89,0.58,2.44,0.15,133
6742,Coconut Milk,65,6.8,0.51,5.38,7.74,0.05,3.91,0.1,143
6743,Coconut Milk,71,6.6,0.35,7.88,6.58,0.58,2.63,0.6,88
6744,Cashew Milk,65,7.09,1.04,10.03,9.26,0.16,5.86,0.14,120
6745,Almond Milk,64,5.55,3.73,6.48,8.77,0.17,4.45,0.93,113
6746,Almond Milk,70,1.55,4.54,4.76,7.41,0.78,4.07,0.82,96
6747,Coconut Milk,53,6.74,0.76,5.13,2.74,0.87,2.18,0.42,133
6748,Oat Milk,57,3.89,0.35,1.77,5.7,0.98,2.56,0.68,133
6749,Almond Milk,43,1.47,0.45,1.43,0.55,0.98,2.41,0.62,105
6750,Skim Milk,54,4.95,2.81,5.84,6.47,0.11,5.74,0.85,92
6751,Whole Milk,41,2.5,3.65,1.93,0.86,0.32,3.39,0.98,117
6752,Coconut Milk,50,0.9,4.05,3.76,3.47,0.51,5.07,0.1,130
6753,Cashew Milk,57,4.26,2.2,11.36,6.94,0.97,4.98,0.44,118
6754,Coconut Milk,70,6.9,3.83,10.51,8.72,0.65,4.04,0.26,148
6755,Soy Milk,76,5.01,0.87,9.86,3.42,0.04,7.2,0.32,129
6756,Oat Milk,43,2.42,2.74,3.67,7.93,0.26,7.06,0.83,131
6757,Coconut Milk,73,3.42,1.91,11.82,9.65,0.93,4.76,0.96,113
6758,Oat Milk,70,2.64,2.99,9.28,4.76,0.15,6.94,0.94,122
6759,Cashew Milk,70,2.35,4.02,10.29,2.34,0.68,5.1,0.28,101
6760,Soy Milk,70,3.23,0.85,6.41,4.97,0.42,6.11,0.29,143
6761,Oat Milk,49,6.86,2.79,5.21,6.45,0.67,4.1,0.5,97
6762,Soy Milk,77,1.0,0.74,7.08,9.65,0.33,7.68,0.97,85
6763,Soy Milk,76,1.33,1.39,6.67,5.08,0.38,2.14,0.64,139
6764,2% Milk,52,4.46,2.69,10.78,9.88,0.39,4.7,0.4,95
6765,Cashew Milk,59,6.77,3.18,4.06,8.07,0.07,7.3,0.74,124
6766,Cashew Milk,68,4.72,0.61,3.05,2.46,0.12,4.12,0.5,116
6767,Skim Milk,40,7.01,4.65,9.1,1.57,0.04,2.45,0.19,134
6768,Whole Milk,78,0.61,0.32,10.2,2.93,0.48,6.69,0.45,108
6769,Soy Milk,79,4.57,3.1,7.56,9.37,0.98,5.48,0.04,138
6770,Coconut Milk,57,2.02,4.48,10.95,8.68,0.03,2.44,0.13,131
6771,Cashew Milk,75,6.53,4.86,7.51,4.51,0.31,3.68,0.22,146
6772,Cashew Milk,43,4.87,4.94,9.27,3.88,0.5,2.56,0.95,138
6773,Skim Milk,77,4.57,0.71,9.34,1.03,0.89,1.71,0.58,146
6774,Skim Milk,62,5.27,1.19,3.99,8.78,0.3,7.82,0.81,135
6775,Skim Milk,59,1.82,0.59,10.67,8.92,0.42,5.62,0.88,110
6776,Almond Milk,64,3.0,1.24,8.79,1.38,0.66,1.69,0.26,118
6777,Oat Milk,67,7.8,1.92,5.44,7.48,0.26,2.61,0.84,92
6778,Cashew Milk,59,0.99,3.96,1.16,2.22,0.54,1.88,0.02,88
6779,2% Milk,57,1.9,3.03,11.04,4.09,0.15,2.8,0.54,99
6780,Skim Milk,42,3.09,1.43,5.92,7.05,0.87,3.74,0.98,97
6781,Cashew Milk,58,4.52,0.9,2.46,4.04,0.8,1.01,1.0,88
6782,Soy Milk,53,4.98,3.06,8.1,7.37,0.99,6.04,0.58,134
6783,Skim Milk,44,1.9,2.01,1.8,1.93,0.19,6.88,0.18,110
6784,Whole Milk,72,3.8,4.0,4.13,7.56,0.39,1.7,0.62,96
6785,Coconut Milk,59,5.72,1.54,10.34,0.66,0.5,5.87,0.2,143
6786,2% Milk,55,4.36,4.19,3.73,3.33,0.28,5.12,0.11,137
6787,2% Milk,40,1.89,3.98,10.09,3.9,0.62,5.47,0.67,93
6788,Soy Milk,60,5.29,4.75,9.87,2.0,0.97,1.21,0.32,84
6789,Coconut Milk,54,5.13,3.26,8.13,9.42,0.33,6.07,0.86,108
6790,Whole Milk,45,4.55,1.17,6.63,8.18,0.06,5.16,0.73,122
6791,Cashew Milk,45,1.72,2.9,11.43,0.97,0.5,3.13,0.25,132
6792,Coconut Milk,77,5.92,2.65,5.54,2.31,0.02,2.01,0.71,80
6793,Skim Milk,78,3.99,2.88,11.01,5.1,0.62,3.14,0.18,135
6794,Oat Milk,79,1.76,4.66,8.83,8.39,0.76,7.9,0.17,123
6795,2% Milk,57,0.68,4.28,10.15,2.66,0.76,2.36,0.69,104
6796,Oat Milk,67,3.93,0.4,6.65,1.91,0.34,1.61,0.76,142
6797,Almond Milk,55,1.55,4.2,6.22,4.63,0.83,6.76,0.6,101
6798,Cashew Milk,63,3.62,2.28,6.07,1.79,0.5,7.14,0.37,108
6799,Soy Milk,45,2.05,1.39,6.53,0.59,0.54,3.41,0.9,113
6800,Coconut Milk,80,6.48,3.16,4.35,9.09,0.15,7.39,0.67,132
6801,Almond Milk,70,4.52,2.42,10.83,2.05,0.73,4.85,0.93,129
6802,Cashew Milk,77,7.44,4.02,7.98,7.56,0.61,5.51,0.94,141
6803,Cashew Milk,76,7.99,1.37,11.98,8.46,0.64,6.88,0.25,138
