Id,Product Name,Energy (kcal),Fat Level (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
4765,Soy Milk,47,2.12,0.2,8.41,5.03,0.68,3.45,0.92,130
4766,Skim Milk,53,4.11,1.76,8.11,1.94,0.65,6.0,0.59,107
4767,Soy Milk,46,4.78,1.49,11.59,9.13,0.1,4.85,0.12,144
4768,Whole Milk,47,1.45,4.87,4.71,9.71,0.76,3.41,0.04,85
4769,Skim Milk,72,1.68,2.11,11.03,9.0,0.17,7.8,0.71,107
4770,Whole Milk,72,6.49,4.28,7.47,4.65,0.76,4.23,0.78,129
4771,Oat Milk,57,1.03,1.62,5.03,5.56,0.9,2.21,0.52,97
4772,Cashew Milk,44,2.41,1.58,4.44,0.56,0.63,3.93,0.3,118
4773,Oat Milk,48,4.67,0.77,9.9,6.27,0.55,6.31,0.54,92
4774,2% Milk,52,5.91,2.43,10.32,4.2,0.07,1.37,0.1,110
4775,Soy Milk,74,3.3,4.32,11.27,3.44,0.88,5.79,0.68,89
4776,Whole Milk,49,7.22,0.7,5.56,4.96,0.74,2.69,0.25,122
4777,2% Milk,59,2.31,4.28,3.84,8.43,0.89,7.7,0.72,138
4778,Soy Milk,61,1.6,0.64,3.16,8.82,0.9,6.65,0.82,109
4779,Oat Milk,44,2.75,4.71,1.63,3.44,0.11,1.07,0.3,133
4780,Coconut Milk,80,5.39,2.91,2.22,0.57,0.34,1.49,0.02,111
4781,Cashew Milk,58,6.47,3.16,6.11,1.81,0.15,7.64,0.8,116
4782,Almond Milk,69,7.79,3.54,11.51,1.05,0.06,2.38,0.73,83
4783,Oat Milk,57,1.28,3.71,9.82,8.74,0.31,7.16,0.81,129
4784,2% Milk,60,6.25,4.31,10.59,1.16,0.67,3.29,0.68,103
4785,Oat Milk,47,2.95,2.09,11.07,6.96,0.14,2.64,0.13,138
4786,Almond Milk,62,5.96,2.51,3.87,8.27,0.02,7.45,0.47,94
4787,Cashew Milk,73,4.16,4.86,1.46,8.25,0.11,4.68,0.14,148
4788,Almond Milk,78,2.98,3.74,1.29,8.77,0.14,4.03,0.15,134
4789,Skim Milk,47,5.04,4.85,9.47,4.0,0.62,7.74,0.01,126
4790,Coconut Milk,47,7.56,2.15,4.68,9.14,0.94,1.16,0.24,107
4791,Coconut Milk,57,0.66,2.69,6.2,5.43,0.45,4.2,0.23,124
4792,Soy Milk,54,2.6,1.99,8.8,2.73,0.95,2.62,0.9,113
4793,Almond Milk,53,3.65,0.66,11.77,9.18,1.0,2.74,0.21,96
4794,Soy Milk,43,1.05,1.69,4.26,3.92,0.24,1.18,0.29,89
4795,2% Milk,60,1.51,3.38,8.5,3.94,0.97,7.12,0.7,82
4796,Cashew Milk,51,3.02,3.8,3.66,8.63,0.33,3.96,0.83,122
4797,Soy Milk,44,0.81,2.16,4.91,1.36,0.09,5.65,0.3,130
4798,Cashew Milk,78,2.58,0.1,1.73,3.65,0.9,1.63,0.55,135
4799,Coconut Milk,59,6.81,0.84,8.03,2.81,0.21,7.28,0.7,106
4800,2% Milk,55,1.43,3.52,1.06,6.51,0.97,2.17,0.67,92
4801,Almond Milk,59,1.08,2.38,3.09,2.41,0.17,6.81,0.34,136
4802,Soy Milk,65,5.25,1.72,10.21,0.73,0.06,6.04,0.94,117
4803,Almond Milk,47,4.05,1.62,6.73,8.12,0.87,7.89,0.19,104
4804,Skim Milk,66,2.87,0.9,9.64,2.71,0.08,4.39,0.14,101
4805,Cashew Milk,47,0.71,4.86,1.43,2.89,0.87,2.85,0.14,84
4806,Whole Milk,48,7.23,0.29,11.76,6.64,0.17,4.69,0.82,139
4807,Cashew Milk,47,5.05,2.83,4.84,7.05,0.67,2.51,0.55,95
4808,Almond Milk,52,6.0,2.19,1.44,4.02,0.49,4.35,0.63,98
4809,Whole Milk,64,0.55,0.71,6.68,2.61,0.76,6.73,0.6,93
4810,2% Milk,49,2.86,3.21,3.66,2.56,0.97,4.7,0.61,140
4811,Soy Milk,49,6.93,3.7,9.15,4.12,0.65,6.25,0.91,118
4812,Oat Milk,63,5.79,1.58,4.14,5.5,0.23,1.71,0.79,105
4813,Whole Milk,69,4.82,4.88,11.57,5.52,0.82,6.4,0.91,100
4814,Skim Milk,58,2.07,0.42,9.33,7.96,0.1,4.63,0.46,132
4815,Coconut Milk,70,4.84,3.16,6.06,4.95,0.86,1.66,0.95,108
4816,Skim Milk,80,7.5,4.03,1.02,2.87,0.4,5.13,0.48,145
4817,2% Milk,43,7.47,3.31,5.41,6.91,0.44,5.35,0.59,97
4818,Almond Milk,44,3.99,2.82,3.14,4.87,0.61,4.81,0.05,145
4819,Coconut Milk,52,4.52,1.67,5.31,3.72,0.84,7.03,0.18,81
4820,Cashew Milk,54,6.99,4.56,2.98,2.8,0.17,4.44,0.63,128
4821,Skim Milk,64,6.82,0.83,10.75,4.35,0.02,7.01,0.95,101
4822,Cashew Milk,47,7.98,0.18,10.81,2.91,0.09,2.61,0.11,112
4823,Skim Milk,74,7.49,2.56,3.12,4.5,0.6,3.66,0.55,106
4824,Almond Milk,78,3.54,3.63,6.22,1.03,0.07,3.76,0.53,115
4825,Cashew Milk,78,6.8,0.44,1.85,1.06,0.79,7.64,0.2,146
4826,Skim Milk,65,2.54,3.77,2.62,2.67,0.4,7.06,0.94,133
4827,Almond Milk,52,3.6,0.84,10.41,3.11,0.79,5.17,0.39,85
4828,Soy Milk,73,1.48,3.88,10.92,5.46,0.63,7.82,0.81,110
4829,Soy Milk,65,1.52,1.37,5.48,2.15,0.43,5.64,0.94,96
4830,Soy Milk,49,0.58,2.04,4.87,2.88,0.29,6.08,0.36,120
4831,Coconut Milk,69,2.26,1.81,7.9,3.66,0.2,2.86,0.47,86
4832,Oat Milk,66,5.03,3.67,4.89,1.83,0.39,5.26,0.23,146
4833,2% Milk,57,6.93,3.73,1.24,5.78,0.91,6.21,0.06,109
4834,Almond Milk,65,0.9,2.39,10.29,4.95,0.36,7.92,0.8,135
4835,Oat Milk,74,3.8,3.17,5.66,5.01,0.99,4.28,0.43,111
4836,Soy Milk,40,0.6,3.96,5.51,1.13,0.22,4.04,0.42,103
4837,Cashew Milk,49,2.36,1.36,1.99,1.09,0.79,6.04,0.13,150
4838,Skim Milk,75,1.04,2.09,1.99,7.06,0.04,1.66,0.71,101
4839,2% Milk,58,3.19,2.17,1.13,4.63,0.94,1.91,0.17,115
4840,2% Milk,77,4.11,2.9,6.34,8.34,0.96,7.71,0.14,101
4841,Soy Milk,65,3.59,0.15,4.52,2.31,0.58,4.86,0.1,133
4842,2% Milk,60,3.2,2.61,2.02,9.12,0.71,5.37,0.72,80
4843,Oat Milk,47,1.46,2.16,4.93,7.64,0.88,6.4,0.57,113
4844,Almond Milk,79,4.42,4.79,2.71,2.98,0.66,5.21,0.04,149
4845,Oat Milk,67,1.77,4.15,8.55,7.09,0.87,2.0,0.81,86
4846,Whole Milk,58,7.1,3.65,3.52,3.65,0.77,2.85,0.2,102
4847,Soy Milk,53,1.92,1.53,3.25,4.82,0.19,6.69,0.78,123
4848,Coconut Milk,41,2.02,3.65,9.85,1.9,0.52,1.63,0.78,116
4849,Coconut Milk,80,7.85,4.6,11.06,3.82,0.06,5.71,0.51,101
4850,Coconut Milk,47,2.86,1.42,2.58,8.71,0.92,2.83,0.97,101
4851,2% Milk,49,6.08,1.54,3.62,5.11,0.82,7.67,0.3,148
4852,Almond Milk,70,1.12,1.44,7.14,8.07,0.07,6.67,0.57,112
4853,Cashew Milk,50,3.3,0.72,1.27,4.24,0.81,7.99,0.31,108
4854,Skim Milk,65,3.25,4.4,8.11,3.78,0.14,4.42,0.52,126
4855,Oat Milk,42,3.87,2.3,5.1,7.62,0.91,6.98,0.03,130
4856,Cashew Milk,62,7.01,2.43,3.77,7.01,0.92,2.51,0.97,144
4857,Soy Milk,72,1.93,2.27,8.71,9.65,0.95,6.87,0.0,145
4858,Soy Milk,59,3.56,4.63,7.35,0.6,0.81,2.82,0.03,116
4859,Skim Milk,61,6.56,4.54,6.46,2.7,0.29,3.46,0.18,127
4860,Cashew Milk,61,7.31,2.34,4.08,9.74,0.85,2.91,0.99,148
4861,Whole Milk,68,3.7,0.14,11.76,4.98,0.82,3.77,0.86,115
4862,Skim Milk,52,6.05,4.31,4.68,7.72,0.4,2.22,0.44,117
4863,Whole Milk,51,1.27,3.48,10.52,1.0,0.94,5.1,0.95,111
4864,Almond Milk,53,2.0,1.22,10.11,8.13,0.06,3.52,0.48,103
4865,Almond Milk,52,6.53,0.74,7.79,2.02,0.75,1.04,0.77,125
4866,Cashew Milk,80,1.76,0.66,8.89,6.56,0.66,2.92,0.79,115
4867,Coconut Milk,61,5.71,1.63,5.23,3.73,0.75,4.78,0.68,147
4868,Soy Milk,51,1.49,1.39,11.44,6.95,0.45,4.36,0.86,108
4869,Soy Milk,71,7.33,2.73,1.56,7.85,0.99,2.21,0.7,135
4870,2% Milk,67,6.92,1.34,6.42,8.93,0.97,4.91,0.43,103
4871,2% Milk,50,0.87,4.55,1.39,3.47,0.03,7.39,0.52,124
4872,Almond Milk,60,3.45,3.62,8.78,8.28,0.74,7.3,0.96,100
4873,Whole Milk,59,7.1,0.84,11.73,2.31,0.58,5.15,0.21,128
4874,Skim Milk,52,3.3,0.61,8.88,9.22,0.76,7.14,0.82,132
4875,Cashew Milk,71,5.84,2.76,6.51,5.54,0.51,3.19,0.73,140
4876,Whole Milk,40,6.57,0.72,9.12,2.69,0.11,5.71,0.71,82
4877,Oat Milk,43,1.46,3.45,2.28,5.26,0.1,7.46,0.68,134
4878,Whole Milk,72,4.27,1.71,2.34,1.46,0.43,1.84,0.36,80
4879,Whole Milk,69,7.29,1.05,8.88,1.71,0.93,5.74,0.6,111
4880,Cashew Milk,74,1.81,0.27,3.09,2.8,0.93,4.31,0.31,92
4881,Coconut Milk,68,7.74,1.89,5.13,3.18,0.84,7.41,0.49,123
4882,Skim Milk,52,7.19,2.01,5.23,0.89,0.66,3.49,0.67,89
4883,Almond Milk,45,3.39,2.62,7.09,9.6,0.6,4.7,0.28,103
4884,Whole Milk,65,4.58,4.13,4.67,5.13,0.38,5.9,0.15,144
4885,2% Milk,66,5.68,2.7,7.62,5.46,0.97,5.68,0.75,137
4886,Almond Milk,46,2.16,0.88,2.47,4.93,0.18,2.43,0.41,95
4887,Oat Milk,66,3.61,4.72,6.03,6.12,0.98,1.67,0.57,96
4888,Soy Milk,61,0.88,4.78,9.25,6.09,0.75,6.2,0.05,147
4889,Cashew Milk,79,2.3,3.29,10.18,7.89,0.13,1.74,0.07,87
4890,Skim Milk,44,6.62,3.36,11.15,6.03,0.95,3.0,0.78,80
4891,Cashew Milk,63,7.78,4.84,2.97,6.91,0.99,7.91,0.87,117
4892,Oat Milk,79,4.75,3.1,5.8,4.48,0.75,6.37,0.93,118
4893,Almond Milk,49,2.63,2.72,9.37,8.5,0.47,7.04,0.9,131
4894,Whole Milk,75,7.31,1.6,4.55,3.13,0.63,5.97,0.15,126
4895,Cashew Milk,66,0.97,0.91,4.17,8.26,0.71,4.57,0.65,96
4896,Skim Milk,69,3.95,4.22,10.36,7.85,0.42,6.63,0.96,92
4897,Whole Milk,42,3.92,0.87,9.92,3.27,0.06,5.58,0.21,135
4898,Coconut Milk,42,6.72,4.83,2.85,3.17,0.8,1.35,0.52,137
4899,Whole Milk,61,5.93,4.92,7.59,1.78,0.98,6.04,0.8,116
4900,Cashew Milk,62,1.07,1.5,2.15,9.25,0.63,7.78,0.43,134
4901,Oat Milk,55,6.28,3.25,5.74,5.26,0.54,1.69,0.57,82
4902,2% Milk,45,6.76,2.82,1.19,2.51,0.99,4.05,0.99,142
4903,Oat Milk,59,6.32,3.46,10.57,4.12,0.22,6.37,0.24,86
4904,Coconut Milk,67,5.0,4.2,11.16,2.76,0.53,5.29,0.77,142
4905,Whole Milk,53,0.77,2.99,2.11,9.01,0.0,4.99,0.73,113
4906,Oat Milk,40,1.09,2.79,3.66,5.79,0.31,5.02,0.4,100
4907,Cashew Milk,41,7.65,1.05,8.63,5.67,0.35,3.5,0.89,93
4908,Skim Milk,69,3.38,0.9,5.18,4.71,0.91,2.64,0.4,144
4909,Oat Milk,60,7.3,2.11,1.74,0.94,0.89,5.33,0.41,136
4910,Soy Milk,73,6.51,1.24,5.69,8.49,0.26,2.07,0.39,81
4911,Coconut Milk,47,0.78,0.3,3.27,2.43,0.45,5.38,0.44,145
4912,Soy Milk,78,6.76,1.33,2.83,5.82,0.32,2.56,0.0,89
4913,Whole Milk,57,1.04,3.41,1.09,1.4,0.07,6.71,0.79,135
4914,Oat Milk,67,5.83,3.27,7.22,3.78,0.91,2.74,0.34,100
4915,2% Milk,55,1.26,4.8,3.97,8.35,0.88,2.22,0.01,132
4916,Skim Milk,73,7.65,2.13,8.19,2.25,0.29,1.36,0.31,83
4917,Oat Milk,50,7.18,1.33,8.58,5.72,0.75,1.05,0.61,89
4918,Cashew Milk,60,3.32,4.59,2.03,7.58,0.26,7.18,0.74,80
4919,Oat Milk,52,0.65,4.39,10.59,9.62,0.97,2.11,0.1,125
4920,2% Milk,62,3.57,3.4,5.79,9.53,0.46,3.73,0.4,127
4921,Coconut Milk,72,7.38,2.06,1.25,1.82,0.1,3.86,0.55,89
4922,Soy Milk,46,5.07,1.45,3.6,2.22,0.75,5.33,0.91,96
4923,2% Milk,53,0.51,1.44,9.32,4.35,0.8,3.3,0.94,84
4924,2% Milk,54,3.8,1.7,3.08,5.6,0.44,6.97,0.54,130
4925,Almond Milk,57,4.67,3.91,2.24,6.25,0.92,4.87,0.28,105
4926,Oat Milk,75,5.61,3.0,2.96,4.99,0.75,1.85,0.33,130
4927,Whole Milk,69,6.81,2.4,8.41,3.89,0.2,7.47,0.25,144
4928,Oat Milk,72,4.34,0.81,6.11,0.8,0.48,2.04,0.66,112
4929,Soy Milk,74,5.46,0.23,5.78,5.03,0.53,6.83,0.84,128
4930,2% Milk,69,1.42,4.9,2.79,5.75,0.65,6.16,0.02,92
4931,2% Milk,40,6.84,0.87,1.72,3.61,0.46,4.98,0.86,93
4932,Cashew Milk,53,4.66,1.94,2.06,7.52,0.34,5.88,0.27,103
4933,Soy Milk,52,6.49,3.63,6.92,8.01,0.3,7.23,0.99,129
4934,Skim Milk,69,6.45,0.27,7.82,5.81,0.04,5.33,0.75,148
4935,Skim Milk,67,7.9,3.32,4.16,7.29,0.83,3.82,0.51,134
4936,Coconut Milk,55,7.4,4.19,3.04,3.9,0.85,5.5,0.76,119
4937,Whole Milk,61,2.89,0.92,10.06,3.25,0.72,7.66,0.49,120
4938,Skim Milk,64,4.49,3.14,10.61,8.82,0.89,6.77,0.75,140
4939,2% Milk,80,3.33,2.83,2.26,9.6,0.38,3.31,0.44,127
4940,Skim Milk,75,4.24,2.62,3.94,1.78,0.69,5.93,0.09,120
4941,Almond Milk,49,2.11,2.38,11.8,7.06,0.19,4.45,0.01,124
4942,Almond Milk,41,7.84,0.85,5.71,7.84,0.03,1.39,0.25,102
4943,Almond Milk,43,1.12,0.66,9.98,9.91,0.5,2.39,0.31,88
4944,Whole Milk,73,0.52,4.36,10.43,2.23,0.87,5.79,0.51,94
4945,2% Milk,72,5.1,2.32,8.21,3.2,0.86,3.13,0.07,80
4946,Soy Milk,58,7.66,0.68,5.24,1.31,0.32,4.48,0.68,96
4947,Whole Milk,50,2.72,0.81,7.6,3.36,0.53,1.37,0.52,113
4948,Skim Milk,45,7.13,4.44,8.86,5.51,0.09,4.99,0.57,102
4949,2% Milk,80,4.37,4.51,6.47,2.35,0.19,2.57,0.4,123
4950,Soy Milk,44,4.21,4.58,7.66,4.02,0.17,7.22,0.47,87
4951,Coconut Milk,43,4.99,3.53,2.58,4.72,0.14,2.6,0.33,81
4952,Soy Milk,64,6.91,1.06,10.25,2.91,0.22,6.53,0.35,95
4953,Cashew Milk,63,7.27,3.41,7.89,1.46,0.39,1.6,0.45,88
4954,Skim Milk,54,3.78,0.71,10.2,1.19,0.25,2.1,0.47,113
4955,Almond Milk,69,3.26,3.28,3.52,2.45,0.6,6.81,0.16,94
4956,Soy Milk,51,3.49,2.12,11.29,9.07,0.39,4.75,0.16,128
4957,2% Milk,66,1.66,4.23,10.76,0.98,0.3,1.24,0.32,116
4958,Whole Milk,44,0.87,3.19,3.11,10.0,0.82,3.67,0.53,141
4959,Whole Milk,44,1.22,4.4,11.09,2.29,0.36,4.55,0.71,82
4960,Cashew Milk,61,1.21,1.45,8.63,4.99,0.9,3.88,0.65,122
4961,Whole Milk,40,6.23,0.92,9.34,5.5,0.84,3.52,0.44,105
4962,Skim Milk,65,4.07,0.68,11.38,3.63,0.69,1.36,0.86,136
4963,Coconut Milk,59,1.43,1.21,4.69,0.78,0.73,2.9,0.18,111
4964,Soy Milk,74,3.84,3.63,10.32,5.02,0.16,2.86,0.48,136
4965,Cashew Milk,79,0.95,4.91,11.8,6.5,0.91,7.46,0.34,90
4966,2% Milk,70,7.69,0.17,11.31,5.51,0.47,3.45,0.09,141
4967,Almond Milk,49,1.6,2.98,7.9,9.49,0.53,6.21,0.2,129
4968,Skim Milk,69,6.84,4.81,1.2,6.57,0.02,6.83,0.23,87
4969,Coconut Milk,55,2.28,3.98,7.2,6.96,0.91,3.94,0.85,80
4970,2% Milk,42,4.67,3.33,5.58,1.67,0.3,5.24,0.78,117
4971,Oat Milk,53,2.92,0.41,7.31,4.03,0.12,4.89,0.09,112
4972,Oat Milk,56,3.83,3.29,3.91,7.72,0.94,6.8,0.21,141
4973,Whole Milk,48,1.6,4.97,10.28,2.53,0.62,1.41,0.04,107
4974,Oat Milk,43,1.83,4.86,6.12,9.22,0.4,3.07,0.69,101
4975,Cashew Milk,63,2.65,1.6,5.3,9.57,0.3,4.41,0.62,146
4976,2% Milk,40,3.92,2.7,5.71,1.09,0.24,6.86,0.69,98
4977,Skim Milk,47,2.5,1.69,6.09,9.1,0.33,7.27,0.62,86
4978,Oat Milk,61,2.31,1.17,2.81,8.18,0.21,6.31,0.94,88
4979,Oat Milk,41,0.56,3.03,9.73,1.08,0.63,6.01,0.27,96
4980,Oat Milk,59,6.45,3.23,11.01,3.87,0.82,6.56,0.32,145
4981,Cashew Milk,58,2.62,2.4,1.06,4.66,0.57,4.63,0.32,125
4982,Coconut Milk,70,5.57,1.24,1.21,0.68,0.64,2.42,0.65,96
4983,2% Milk,49,0.74,3.53,3.95,6.28,0.9,1.45,0.58,103
4984,Almond Milk,78,3.83,1.74,7.67,8.18,0.84,3.74,0.37,147
4985,Cashew Milk,57,6.87,1.38,2.84,7.41,0.03,1.07,0.18,126
4986,Skim Milk,54,1.5,4.55,7.33,1.69,0.6,6.36,0.39,114
4987,Soy Milk,66,3.63,2.1,5.27,1.13,0.78,2.54,0.63,110
4988,Almond Milk,55,1.35,1.78,11.87,8.61,0.78,2.7,0.03,129
4989,Skim Milk,49,3.67,4.52,9.38,6.38,0.51,6.89,0.91,133
4990,2% Milk,45,4.23,3.17,8.67,2.8,0.09,1.11,0.38,104
4991,Cashew Milk,80,6.51,2.99,8.76,9.06,0.83,6.45,0.34,127
4992,Cashew Milk,74,0.63,0.14,1.39,0.88,0.45,2.17,0.81,145
4993,Skim Milk,57,2.95,2.26,3.27,6.94,0.75,4.47,0.94,102
4994,Whole Milk,54,1.66,2.29,7.68,4.2,0.24,4.84,0.79,101
4995,2% Milk,44,7.45,3.17,9.88,4.81,0.29,4.72,0.28,138
4996,2% Milk,60,1.09,4.76,3.61,6.06,0.8,3.35,0.16,106
4997,2% Milk,65,0.87,3.9,1.32,3.76,0.78,4.58,0.28,121
4998,2% Milk,77,2.03,3.08,7.04,6.12,0.56,7.96,0.21,116
4999,Almond Milk,63,1.91,3.9,11.46,1.14,0.52,1.91,0.56,150
5000,Almond Milk,75,3.72,3.14,11.37,7.39,0.69,2.96,0.65,95
5001,Soy Milk,59,3.83,4.32,1.99,8.19,0.26,1.37,0.5,105
5002,Soy Milk,55,6.12,2.43,7.03,7.44,0.35,1.93,0.55,92
5003,Coconut Milk,59,5.71,3.28,7.06,6.82,0.88,4.13,0.21,149
5004,Coconut Milk,56,5.96,2.97,11.66,8.67,0.76,4.83,0.97,132
5005,Soy Milk,50,3.01,4.35,4.48,6.25,0.02,4.07,0.05,120
5006,Almond Milk,40,3.05,4.6,8.34,9.76,0.11,2.33,0.4,94
5007,Soy Milk,52,2.19,3.76,11.5,3.5,0.64,5.91,0.18,121
5008,Cashew Milk,79,1.84,1.2,6.79,0.93,0.27,5.55,0.6,95
5009,Whole Milk,53,3.83,3.9,5.83,5.37,0.49,1.16,0.15,110
5010,2% Milk,47,4.29,0.93,3.27,0.59,0.05,7.97,0.07,145
5011,Whole Milk,47,2.25,4.48,5.56,9.89,0.02,7.14,0.28,117
5012,Coconut Milk,45,6.35,1.81,7.26,6.4,0.76,1.67,0.29,111
5013,Soy Milk,43,4.17,4.04,11.34,4.8,0.15,4.12,0.63,109
5014,Soy Milk,57,2.0,1.79,8.51,6.99,0.92,4.88,0.1,90
5015,Almond Milk,75,6.37,0.98,5.25,0.83,0.85,5.27,0.63,108
5016,Cashew Milk,49,3.45,3.36,8.6,7.12,0.39,6.25,0.73,119
5017,2% Milk,64,5.5,1.18,8.89,4.26,0.07,5.31,0.42,135
5018,Soy Milk,60,2.35,0.62,10.58,1.49,0.49,5.84,0.67,119
5019,Cashew Milk,78,6.43,1.95,2.18,7.02,0.78,1.16,0.17,119
5020,Oat Milk,66,7.3,1.0,10.72,8.92,0.51,6.86,0.5,128
5021,Coconut Milk,67,4.56,4.87,1.8,5.25,0.27,2.08,0.16,96
5022,Oat Milk,69,7.79,3.82,11.04,3.13,0.03,2.54,0.66,102
5023,Skim Milk,48,3.39,1.23,8.07,1.12,0.8,2.76,0.41,108
5024,Whole Milk,58,4.11,0.9,7.09,5.21,0.7,5.49,0.19,136
5025,Skim Milk,53,2.26,2.71,5.8,6.71,0.64,2.79,0.95,98
5026,Whole Milk,65,4.55,4.63,1.84,3.69,0.73,3.7,0.23,142
5027,Almond Milk,76,3.11,3.08,3.39,2.72,0.86,4.6,0.51,116
5028,Almond Milk,74,7.84,0.81,3.56,5.0,0.55,1.54,0.93,118
5029,Whole Milk,66,1.01,2.78,9.66,7.69,0.07,7.98,0.48,83
5030,2% Milk,52,3.84,1.68,3.83,5.26,0.08,1.74,0.93,140
5031,Soy Milk,56,7.66,2.99,2.45,5.22,0.31,7.45,0.02,80
5032,Cashew Milk,80,5.83,4.95,4.54,9.15,0.61,5.38,0.17,116
5033,Oat Milk,70,7.24,0.7,10.38,6.1,0.93,3.01,0.13,130
5034,Skim Milk,48,1.13,0.65,9.05,4.83,0.28,7.32,0.89,150
5035,Coconut Milk,66,5.28,0.39,7.42,7.33,0.98,1.21,0.8,105
5036,Soy Milk,64,6.92,2.19,8.56,1.08,0.95,1.12,0.41,137
5037,2% Milk,63,3.15,2.46,7.74,1.02,0.85,5.01,0.31,115
5038,Skim Milk,54,0.55,1.65,5.77,2.93,0.43,5.82,0.04,102
5039,Cashew Milk,46,3.69,4.3,10.99,8.19,0.74,1.52,0.9,133
5040,Oat Milk,62,6.17,3.39,1.62,2.91,0.2,3.22,0.15,97
5041,Whole Milk,58,1.04,0.52,9.59,3.05,0.92,1.91,0.03,145
5042,Whole Milk,70,6.91,3.51,4.82,0.93,0.35,5.69,0.04,124
5043,Whole Milk,46,4.27,4.43,5.43,2.42,0.94,4.67,0.22,111
5044,Whole Milk,43,3.36,4.9,6.2,4.5,0.06,2.89,0.47,105
5045,Coconut Milk,43,6.41,2.9,10.69,8.1,0.3,6.58,0.4,98
5046,2% Milk,71,6.94,3.62,9.84,9.19,0.79,4.51,0.45,130
5047,Whole Milk,42,5.28,2.61,7.61,7.92,0.77,6.5,0.26,90
5048,Soy Milk,71,2.09,3.17,7.86,5.31,0.58,3.34,0.6,128
5049,Soy Milk,53,0.86,3.48,8.84,3.0,0.16,5.18,0.48,138
5050,Soy Milk,50,6.23,1.45,5.88,6.39,0.22,7.44,0.01,123
5051,Oat Milk,48,1.77,4.59,8.67,1.9,0.94,7.05,0.21,106
5052,Whole Milk,66,6.65,0.24,10.84,4.27,0.52,6.7,0.39,127
5053,Whole Milk,74,1.23,0.74,4.05,4.0,0.49,3.49,0.35,125
5054,Almond Milk,60,5.42,0.92,10.65,1.43,0.03,7.53,0.71,130
5055,Oat Milk,52,4.26,3.39,6.96,1.21,0.11,4.74,0.74,138
5056,Skim Milk,66,6.03,1.8,7.89,6.89,0.7,2.38,0.57,100
5057,Whole Milk,47,6.52,3.05,1.45,1.7,0.4,4.78,0.61,132
5058,Oat Milk,79,5.98,1.42,5.87,1.26,0.42,2.52,0.26,104
5059,Skim Milk,42,0.88,0.55,9.7,7.07,0.88,2.64,0.13,139
5060,Cashew Milk,54,7.52,4.13,11.57,3.11,0.39,3.15,0.33,138
5061,Oat Milk,65,6.1,1.44,4.29,3.11,0.69,6.7,0.76,145
5062,Skim Milk,54,7.55,1.47,11.79,9.91,0.66,1.85,0.66,140
5063,Coconut Milk,49,5.66,3.71,2.72,6.57,0.85,6.49,0.97,135
5064,Skim Milk,72,4.16,1.67,7.84,0.67,0.61,7.12,0.44,95
5065,Cashew Milk,68,5.38,1.71,10.59,8.68,0.64,4.68,0.62,134
5066,Oat Milk,41,2.19,3.8,5.22,4.21,0.36,1.01,0.14,114
5067,Whole Milk,52,3.0,0.53,6.66,9.21,0.2,3.92,0.61,126
5068,Skim Milk,54,4.32,3.52,9.81,2.69,0.46,4.4,0.98,98
5069,Oat Milk,60,0.62,3.6,6.54,0.96,0.8,7.42,0.71,83
5070,Coconut Milk,58,3.7,0.67,11.26,6.32,0.47,5.76,0.89,94
5071,Almond Milk,68,2.84,4.6,1.88,7.83,0.48,7.68,0.23,90
5072,Cashew Milk,73,1.91,4.84,2.22,1.83,0.32,2.31,0.91,123
5073,Cashew Milk,60,4.36,4.51,8.75,3.2,0.37,1.29,0.08,121
5074,2% Milk,48,2.45,1.84,3.73,1.52,0.96,6.86,0.97,144
5075,Cashew Milk,54,5.15,2.22,9.51,3.59,0.97,6.62,0.1,118
5076,Skim Milk,63,5.01,0.92,1.65,3.66,0.18,3.71,0.66,130
5077,Almond Milk,71,6.26,4.05,7.41,4.02,0.83,5.4,0.46,148
5078,Oat Milk,57,5.48,0.92,7.1,2.07,0.47,1.53,0.81,144
5079,Coconut Milk,55,6.32,4.81,1.78,6.37,0.37,4.78,0.57,130
5080,Almond Milk,68,1.82,1.66,5.15,3.83,0.19,2.61,0.97,141
5081,Oat Milk,43,4.56,1.88,9.33,7.52,0.26,1.16,0.94,128
5082,Oat Milk,42,7.11,3.58,9.13,0.71,0.28,7.28,0.5,93
5083,Whole Milk,63,4.21,2.84,10.46,7.5,0.15,7.87,0.61,80
5084,Almond Milk,48,1.59,0.18,9.19,2.99,0.52,6.53,0.81,105
5085,Cashew Milk,80,6.09,1.47,5.33,4.79,0.13,5.82,0.57,145
5086,2% Milk,80,0.97,1.62,7.22,1.07,0.95,1.77,0.47,122
5087,Coconut Milk,80,3.53,0.48,8.33,5.21,0.96,1.43,0.08,112
5088,Whole Milk,43,6.87,1.53,11.61,8.88,0.32,7.48,0.75,128
5089,2% Milk,66,2.01,0.19,7.36,6.88,0.74,3.91,0.81,86
5090,Cashew Milk,63,6.39,1.75,2.6,6.58,0.67,4.84,0.13,97
5091,Skim Milk,56,1.54,0.24,1.94,2.05,0.29,4.24,0.43,132
5092,2% Milk,41,6.78,4.07,3.7,2.89,0.01,3.03,0.36,115
5093,Soy Milk,53,3.18,3.68,4.01,3.18,0.02,2.15,0.02,119
5094,Skim Milk,53,0.52,3.85,3.67,8.66,0.95,3.96,0.07,102
