Id,Product Name,Energy (kcal),Fat Content (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
5261.0,,44.0,3.8,2.64,7.14,3.87,0.4,1.6,,122.0
5262.0,Oat Milk,69.0,2.1,3.32,11.45,3.51,0.94,3.62,0.39,136.0
5263.0,,,3.33,0.11,7.51,,0.05,,0.4,132.0
5264.0,2% Milk,72.0,,2.71,4.18,3.84,0.83,6.08,0.48,96.0
5265.0,2% Milk,78.0,2.35,2.68,6.98,6.45,0.61,3.85,0.39,92.0
5266.0,Coconut Milk,80.0,5.37,2.89,7.49,4.39,0.23,2.47,0.52,93.0
5267.0,,65.0,3.98,0.17,8.64,6.35,0.93,6.26,0.32,145.0
5268.0,Soy Milk,50.0,1.79,3.47,1.72,5.65,0.55,2.43,0.69,93.0
5269.0,2% Milk,74.0,5.55,1.44,9.12,8.94,0.4,2.21,0.19,134.0
5270.0,Almond Milk,76.0,7.66,3.38,11.42,9.29,0.63,2.16,0.46,127.0
5271.0,Almond Milk,72.0,7.37,2.72,4.97,3.92,0.87,2.42,0.71,111.0
,Whole Milk,64.0,5.89,0.84,3.88,,0.01,1.32,0.34,142.0
,,,4.04,3.51,,1.29,0.82,2.58,0.91,137.0
5274.0,Soy Milk,58.0,5.07,,9.81,9.2,0.55,2.6,,97.0
,Almond Milk,,2.43,1.79,10.09,3.0,0.41,6.2,0.33,126.0
5276.0,Coconut Milk,43.0,7.91,3.9,11.79,0.74,0.99,2.99,0.39,98.0
5277.0,Almond Milk,76.0,6.22,4.93,1.21,,0.0,7.44,0.95,
5278.0,Whole Milk,47.0,7.56,3.31,5.49,0.52,0.66,6.56,0.62,120.0
5279.0,Almond Milk,78.0,0.86,3.82,1.03,8.54,0.04,5.8,,94.0
5280.0,2% Milk,45.0,0.55,4.18,2.77,3.9,0.41,4.88,0.73,83.0
,2% Milk,52.0,4.28,1.14,,,,4.83,0.55,81.0
5282.0,2% Milk,72.0,3.63,4.6,4.06,6.65,0.99,5.68,0.26,
,Whole Milk,64.0,4.69,1.9,8.13,6.46,,6.72,0.22,80.0
5284.0,2% Milk,55.0,7.5,0.7,1.85,0.82,0.68,4.83,0.51,121.0
5285.0,Skim Milk,48.0,,1.72,11.32,1.29,0.89,6.9,0.09,86.0
5286.0,Soy Milk,44.0,5.6,1.22,10.04,3.21,0.8,6.2,,136.0
5287.0,Soy Milk,77.0,3.15,4.35,5.33,1.02,0.54,6.73,0.42,99.0
5288.0,Coconut Milk,73.0,2.89,1.91,9.9,2.19,,4.88,0.22,122.0
5289.0,Soy Milk,51.0,3.97,2.75,1.94,9.74,0.2,2.83,0.44,122.0
5290.0,Soy Milk,71.0,3.05,3.19,6.07,3.64,0.65,4.73,0.27,145.0
5291.0,Cashew Milk,56.0,6.4,3.21,7.88,5.7,0.69,4.24,0.97,97.0
5292.0,Whole Milk,46.0,7.71,4.83,1.09,8.77,,2.54,0.14,111.0
5293.0,Oat Milk,67.0,2.18,3.19,9.85,8.77,0.36,3.18,0.32,122.0
5294.0,2% Milk,53.0,4.71,0.41,3.94,4.89,0.81,7.29,0.03,114.0
5295.0,Cashew Milk,67.0,4.94,3.23,9.82,2.43,0.94,7.73,0.42,133.0
5296.0,Skim Milk,79.0,6.77,4.89,3.73,1.67,0.43,,0.6,88.0
5297.0,Oat Milk,50.0,2.42,,8.71,3.59,0.41,5.52,1.0,100.0
5298.0,Almond Milk,47.0,,1.26,10.29,9.44,0.85,3.16,0.08,
5299.0,Almond Milk,68.0,,2.44,8.53,8.22,0.2,6.53,0.7,144.0
5300.0,Almond Milk,69.0,0.72,0.77,8.11,6.76,0.66,1.19,0.02,86.0
5301.0,Coconut Milk,54.0,7.33,4.99,3.53,6.27,,4.14,0.57,123.0
5302.0,Skim Milk,62.0,7.14,2.33,4.33,0.6,,2.54,0.67,117.0
5303.0,Coconut Milk,62.0,4.12,1.63,7.97,2.27,0.47,3.37,0.42,148.0
5304.0,Soy Milk,69.0,5.59,4.02,7.86,7.95,0.76,2.55,0.15,141.0
5305.0,Cashew Milk,66.0,3.72,1.14,4.52,,0.7,5.47,0.31,149.0
5306.0,Almond Milk,,0.84,0.12,9.27,8.08,0.61,4.81,,
5307.0,Coconut Milk,41.0,4.25,,,3.92,0.02,4.41,0.78,123.0
5308.0,Skim Milk,63.0,,0.75,2.66,5.35,0.74,1.84,0.4,
5309.0,2% Milk,43.0,2.51,1.73,,7.6,0.67,6.58,0.31,123.0
5310.0,,40.0,,4.05,3.96,3.74,,2.85,0.19,144.0
5311.0,2% Milk,73.0,2.4,0.36,1.55,6.94,0.57,,0.62,105.0
5312.0,Cashew Milk,44.0,5.0,,4.76,7.65,0.44,1.54,0.82,106.0
5313.0,Soy Milk,64.0,4.08,0.57,,4.53,0.49,1.86,0.82,103.0
5314.0,Oat Milk,55.0,3.82,4.26,10.56,6.21,0.97,6.29,0.38,137.0
5315.0,Soy Milk,79.0,3.83,1.79,9.48,6.07,0.51,3.39,0.18,
5316.0,Soy Milk,62.0,4.29,1.1,5.79,2.75,0.87,4.32,0.57,92.0
5317.0,Almond Milk,45.0,,1.17,7.56,,0.03,6.64,0.83,
5318.0,Skim Milk,72.0,0.6,1.96,6.75,1.41,0.39,3.61,0.03,103.0
5319.0,Oat Milk,76.0,3.81,1.58,,8.45,0.03,2.81,0.3,149.0
,,66.0,2.29,,5.09,7.97,0.22,2.98,0.43,121.0
5321.0,Skim Milk,50.0,0.75,4.83,8.44,1.34,0.68,6.23,,115.0
5322.0,Cashew Milk,58.0,7.44,2.73,2.29,5.64,0.56,4.55,0.9,139.0
5323.0,2% Milk,57.0,7.18,4.74,8.18,,,2.64,0.39,142.0
5324.0,2% Milk,52.0,0.55,0.83,1.31,7.61,0.61,3.94,0.16,148.0
5325.0,Coconut Milk,70.0,,0.6,11.8,3.37,0.39,6.72,,117.0
5326.0,Coconut Milk,59.0,0.98,0.2,3.11,2.67,0.26,6.52,0.09,100.0
5327.0,Skim Milk,59.0,,2.58,5.78,1.68,0.83,4.92,,92.0
5328.0,Cashew Milk,47.0,6.54,1.61,5.85,9.66,0.39,2.67,0.91,149.0
5329.0,Skim Milk,,4.19,1.62,5.96,0.67,0.87,2.65,0.18,92.0
5330.0,Almond Milk,52.0,1.41,2.57,11.37,,,7.18,0.29,110.0
5331.0,Skim Milk,65.0,5.52,0.56,2.89,6.19,0.04,2.22,0.47,118.0
5332.0,Coconut Milk,40.0,4.17,0.81,2.46,7.88,0.49,7.73,0.82,133.0
5333.0,Oat Milk,,1.02,,1.57,7.19,0.37,3.78,0.4,81.0
5334.0,Whole Milk,77.0,5.07,,3.91,4.81,0.32,6.75,0.24,85.0
5335.0,Soy Milk,56.0,2.18,0.26,9.99,6.33,0.59,,0.63,98.0
5336.0,Whole Milk,62.0,,0.93,4.67,7.0,0.01,7.26,0.85,91.0
5337.0,Soy Milk,65.0,6.66,0.51,11.77,0.86,0.1,5.52,,102.0
5338.0,Skim Milk,40.0,,3.33,4.31,,,2.21,0.76,141.0
5339.0,2% Milk,41.0,3.16,4.55,2.62,7.46,0.71,1.62,0.01,
5340.0,Coconut Milk,49.0,3.12,1.58,3.94,8.86,0.01,7.84,0.84,108.0
5341.0,Cashew Milk,40.0,3.06,1.22,,,0.05,4.87,0.53,81.0
5342.0,Coconut Milk,70.0,7.11,1.98,,3.08,0.03,,0.89,91.0
5343.0,,46.0,6.2,1.54,4.49,5.85,0.82,1.34,0.31,128.0
5344.0,Oat Milk,65.0,3.16,2.33,10.27,,0.27,1.38,0.99,88.0
5345.0,Skim Milk,80.0,1.78,1.82,,3.01,0.28,,0.86,136.0
5346.0,Coconut Milk,59.0,3.0,4.72,5.19,,0.85,2.71,0.94,134.0
,Skim Milk,60.0,2.1,1.04,3.14,2.31,,4.78,0.85,95.0
5348.0,Oat Milk,49.0,0.56,0.24,2.21,7.54,0.49,4.78,0.79,105.0
5349.0,Oat Milk,80.0,1.76,2.3,,4.26,0.32,1.75,0.82,
5350.0,Almond Milk,,2.26,0.45,10.44,8.45,0.96,1.95,0.6,122.0
5351.0,Whole Milk,49.0,6.63,3.53,5.42,9.76,0.58,6.45,0.99,138.0
5352.0,Coconut Milk,65.0,4.17,3.25,6.34,6.59,0.51,3.08,,144.0
5353.0,Whole Milk,70.0,1.82,4.24,11.28,3.26,0.45,4.01,0.69,138.0
5354.0,Cashew Milk,45.0,0.61,0.24,10.75,1.87,,7.51,0.63,124.0
5355.0,Almond Milk,76.0,3.23,4.53,1.47,4.72,0.36,6.39,0.73,86.0
5356.0,Soy Milk,42.0,2.93,0.92,,,0.13,5.9,0.89,86.0
5357.0,Oat Milk,63.0,5.45,4.71,2.41,3.24,0.5,5.15,0.17,127.0
5358.0,2% Milk,76.0,3.13,2.91,,9.62,0.96,4.18,0.19,
5359.0,Skim Milk,42.0,3.66,2.29,,,0.29,2.77,0.5,88.0
5360.0,,69.0,,4.72,,4.02,0.43,4.53,0.88,126.0
5361.0,Oat Milk,74.0,1.0,1.43,6.29,9.53,0.22,5.19,0.64,146.0
5362.0,Skim Milk,,2.74,0.29,11.39,2.74,0.25,7.65,0.19,98.0
5363.0,Coconut Milk,80.0,1.04,3.64,2.57,2.8,0.91,4.26,0.47,82.0
5364.0,Almond Milk,56.0,2.37,0.31,1.47,3.92,,6.81,0.01,150.0
5365.0,Cashew Milk,,5.47,4.39,6.87,8.71,0.97,6.82,0.85,119.0
5366.0,,50.0,4.25,2.61,3.24,4.17,0.44,6.34,0.55,83.0
5367.0,Whole Milk,47.0,3.42,3.08,1.73,7.03,0.32,,0.81,101.0
5368.0,Skim Milk,61.0,0.73,,3.13,2.31,0.89,7.05,0.37,126.0
5369.0,Coconut Milk,64.0,0.87,1.59,6.02,9.66,0.15,2.97,0.17,102.0
5370.0,Almond Milk,76.0,2.98,2.79,6.19,5.34,0.92,,0.98,134.0
5371.0,2% Milk,42.0,,3.08,2.72,5.35,0.75,2.18,0.07,100.0
5372.0,Almond Milk,64.0,,1.83,9.31,,0.36,4.64,0.48,148.0
5373.0,,71.0,5.81,4.16,9.84,1.67,0.3,5.9,0.67,130.0
5374.0,2% Milk,74.0,1.64,2.48,3.25,9.72,,5.98,0.49,94.0
5375.0,Whole Milk,52.0,,4.18,7.65,7.92,0.57,6.99,0.5,113.0
5376.0,2% Milk,77.0,2.75,0.56,9.44,8.14,0.16,6.25,0.79,142.0
5377.0,Cashew Milk,,6.63,,10.12,6.94,0.6,7.45,0.48,145.0
5378.0,Soy Milk,,7.01,0.78,11.58,9.09,0.24,1.49,0.92,93.0
5379.0,Cashew Milk,69.0,3.71,4.93,10.24,8.62,0.49,5.38,0.63,110.0
5380.0,Oat Milk,67.0,,1.36,10.77,,,5.0,0.04,92.0
5381.0,,80.0,7.25,2.96,10.15,5.38,0.3,7.0,0.37,90.0
5382.0,Whole Milk,65.0,7.51,0.36,9.67,1.84,0.58,,0.25,119.0
5383.0,Oat Milk,77.0,1.13,0.35,6.24,3.25,0.77,6.11,0.04,115.0
5384.0,Whole Milk,55.0,4.45,3.85,9.79,7.18,0.09,,0.66,94.0
5385.0,Oat Milk,43.0,2.86,4.16,7.23,9.62,0.13,2.8,0.73,110.0
5386.0,Skim Milk,50.0,6.84,0.99,3.98,5.2,0.37,3.5,0.45,140.0
,Skim Milk,68.0,7.97,3.37,3.71,1.0,0.45,5.97,0.92,125.0
,Cashew Milk,52.0,2.79,1.79,3.9,1.22,0.4,4.48,0.46,119.0
5389.0,Whole Milk,46.0,7.71,3.07,1.02,1.44,0.3,4.37,0.24,99.0
5390.0,Whole Milk,49.0,0.92,0.75,10.52,8.31,0.37,2.88,0.54,85.0
5391.0,2% Milk,56.0,0.78,3.88,11.75,,0.74,3.17,0.36,110.0
5392.0,Cashew Milk,40.0,4.15,2.23,,4.43,0.93,7.01,0.12,85.0
5393.0,Skim Milk,49.0,6.29,0.7,3.45,,0.31,5.79,0.12,100.0
5394.0,Skim Milk,53.0,1.08,0.8,10.83,5.13,,5.85,0.99,141.0
5395.0,Cashew Milk,55.0,6.49,3.19,4.2,6.99,,,,133.0
5396.0,Almond Milk,76.0,3.72,0.35,3.4,9.3,0.7,3.28,0.08,147.0
5397.0,Soy Milk,58.0,4.44,2.66,10.14,7.24,,2.22,0.37,109.0
5398.0,Whole Milk,48.0,1.9,0.14,10.91,5.23,0.63,4.6,0.19,135.0
5399.0,2% Milk,76.0,1.88,0.89,9.62,9.68,0.41,6.35,,101.0
5400.0,,58.0,7.68,2.43,1.85,2.27,,3.89,0.03,122.0
5401.0,Soy Milk,53.0,6.12,0.92,9.04,3.74,0.41,7.88,0.29,106.0
5402.0,Skim Milk,53.0,5.32,2.68,5.69,7.75,,5.98,0.12,144.0
5403.0,Soy Milk,77.0,7.12,4.81,5.85,9.69,0.12,3.45,0.92,
5404.0,Almond Milk,75.0,4.19,1.68,5.45,,0.23,4.54,0.59,97.0
5405.0,Cashew Milk,67.0,3.31,0.99,7.83,6.38,0.59,6.93,0.66,89.0
5406.0,Oat Milk,44.0,7.76,0.42,,5.21,,5.98,0.2,130.0
,Almond Milk,76.0,6.7,2.7,8.39,3.94,0.62,2.74,0.27,91.0
5408.0,Whole Milk,47.0,5.52,4.49,2.35,1.83,0.78,,0.28,134.0
,Whole Milk,52.0,3.55,1.73,4.63,7.7,0.39,3.9,0.35,112.0
,Skim Milk,51.0,3.56,4.19,9.39,5.3,0.83,2.08,0.98,80.0
5411.0,Cashew Milk,44.0,3.33,4.69,7.99,2.06,0.65,4.06,0.61,126.0
5412.0,Almond Milk,79.0,7.14,2.4,2.1,6.42,0.79,5.01,,82.0
5413.0,Soy Milk,55.0,1.29,4.76,3.6,5.12,0.46,4.5,0.67,124.0
5414.0,Coconut Milk,51.0,,3.35,7.65,4.75,0.32,4.55,0.65,
5415.0,Coconut Milk,,7.2,1.76,7.34,,0.65,5.93,0.35,93.0
5416.0,Whole Milk,70.0,5.67,2.04,7.42,8.03,0.96,7.62,0.11,113.0
5417.0,Skim Milk,56.0,3.14,1.64,2.69,,0.48,2.45,0.59,140.0
5418.0,Almond Milk,79.0,1.44,2.39,3.12,1.88,0.8,1.62,0.96,88.0
5419.0,Cashew Milk,57.0,7.39,,6.81,6.47,0.47,7.15,0.42,90.0
5420.0,Oat Milk,47.0,5.47,0.51,,5.81,0.14,1.29,0.74,99.0
5421.0,Oat Milk,76.0,3.82,0.51,6.62,,0.43,3.94,0.06,122.0
5422.0,Almond Milk,58.0,4.92,2.57,3.08,3.11,0.72,5.67,0.72,121.0
5423.0,Almond Milk,68.0,1.04,0.12,2.52,4.32,0.82,1.18,,
5424.0,Skim Milk,60.0,4.05,0.65,5.47,1.07,0.08,7.49,0.73,141.0
5425.0,,46.0,6.36,4.25,3.55,6.45,0.65,,0.7,149.0
5426.0,,48.0,3.4,1.35,2.28,6.4,0.83,1.55,0.98,86.0
5427.0,Coconut Milk,52.0,0.9,1.82,,1.21,0.94,2.05,,100.0
,,78.0,5.01,4.65,5.92,,0.74,5.96,0.03,150.0
,,64.0,5.17,,3.59,5.76,0.03,5.74,0.42,99.0
5430.0,Almond Milk,52.0,2.4,,10.8,7.73,,6.48,0.68,89.0
5431.0,Coconut Milk,41.0,5.93,0.47,6.09,1.77,0.5,5.91,0.34,116.0
5432.0,Whole Milk,70.0,1.46,1.38,4.88,3.16,,,0.14,150.0
5433.0,Whole Milk,62.0,1.03,4.25,7.59,6.04,0.81,1.67,0.84,109.0
5434.0,Whole Milk,44.0,0.66,3.25,3.92,2.56,0.51,5.95,0.45,85.0
5435.0,Almond Milk,63.0,5.34,2.45,11.49,2.38,0.71,4.43,0.39,130.0
5436.0,Whole Milk,59.0,0.75,3.12,3.67,2.66,0.2,3.75,0.9,123.0
,Cashew Milk,,3.98,0.47,1.42,9.6,0.19,3.5,0.33,
5438.0,Coconut Milk,66.0,,2.34,,5.51,0.59,7.5,0.72,
5439.0,Oat Milk,43.0,0.94,,3.07,6.33,,6.85,0.39,140.0
5440.0,Whole Milk,71.0,4.21,1.37,5.51,8.23,0.49,1.35,0.6,115.0
5441.0,2% Milk,58.0,3.59,2.49,5.0,9.12,,,0.24,102.0
5442.0,Cashew Milk,65.0,5.86,4.15,1.15,,0.04,1.78,0.09,133.0
5443.0,Cashew Milk,56.0,5.77,2.67,9.08,0.83,0.51,6.82,0.03,
,Soy Milk,40.0,3.65,3.93,2.33,2.49,0.98,4.03,0.07,129.0
,2% Milk,61.0,5.11,0.9,11.73,,1.0,,0.34,92.0
5446.0,2% Milk,69.0,2.26,0.92,5.6,3.14,0.19,7.65,0.39,143.0
5447.0,Oat Milk,61.0,,2.67,,3.47,,2.37,0.08,91.0
5448.0,Almond Milk,58.0,,1.09,5.88,9.38,0.64,6.48,0.32,133.0
5449.0,Cashew Milk,64.0,3.0,1.79,2.88,3.75,0.11,,0.74,131.0
5450.0,Almond Milk,,6.78,2.9,11.11,3.73,0.31,7.18,,124.0
5451.0,Skim Milk,42.0,1.11,1.6,6.89,0.89,0.8,1.44,0.73,
5452.0,Coconut Milk,48.0,1.62,4.48,6.46,1.89,0.19,3.73,0.78,81.0
5453.0,2% Milk,80.0,1.09,2.55,3.82,2.26,0.17,2.89,0.14,97.0
,2% Milk,45.0,4.71,,4.77,1.52,0.04,5.31,0.83,112.0
5455.0,,72.0,4.38,2.71,7.51,3.49,0.26,7.87,0.65,128.0
5456.0,Soy Milk,40.0,4.88,4.92,,,0.46,5.0,0.79,83.0
5457.0,Almond Milk,71.0,2.83,0.45,8.15,1.82,,2.6,0.52,108.0
5458.0,Cashew Milk,42.0,4.79,4.94,10.95,6.17,0.98,6.56,,99.0
5459.0,Whole Milk,58.0,4.19,3.53,6.58,9.04,0.75,4.51,,141.0
5460.0,Skim Milk,,1.02,,3.2,7.05,0.68,2.74,0.87,137.0
5461.0,Oat Milk,56.0,0.75,3.03,,0.52,0.88,,0.69,124.0
5462.0,Coconut Milk,52.0,6.34,4.23,,8.63,0.21,4.02,0.76,125.0
5463.0,Soy Milk,73.0,4.1,1.41,11.03,5.08,0.42,7.96,0.42,136.0
5464.0,Cashew Milk,59.0,4.41,1.89,5.38,4.54,0.57,,0.38,101.0
5465.0,Oat Milk,77.0,1.9,3.74,3.5,6.93,0.61,7.48,0.02,129.0
5466.0,,40.0,6.4,1.01,,1.09,0.41,3.68,,127.0
5467.0,,42.0,4.44,0.27,,5.36,0.39,6.61,0.35,129.0
5468.0,Oat Milk,69.0,4.27,4.77,7.36,8.1,0.27,3.99,0.26,
5469.0,,43.0,3.53,3.4,,6.48,0.13,,0.73,82.0
5470.0,Almond Milk,72.0,1.43,0.29,7.9,5.07,,6.72,0.17,89.0
5471.0,Oat Milk,77.0,4.88,4.92,4.84,6.73,0.55,,0.81,86.0
5472.0,,77.0,2.48,0.41,1.01,2.75,0.39,5.28,,108.0
5473.0,Soy Milk,61.0,2.89,2.6,,,0.92,4.03,0.29,100.0
5474.0,Whole Milk,48.0,,,6.99,,0.67,2.43,0.8,117.0
5475.0,Oat Milk,41.0,1.76,3.71,10.46,2.85,0.41,4.67,0.56,142.0
,Cashew Milk,,6.28,2.1,4.17,7.92,0.92,6.76,0.61,124.0
5477.0,Whole Milk,,1.21,0.42,7.8,7.51,0.97,5.9,0.79,108.0
5478.0,Whole Milk,,7.34,3.27,1.94,6.82,0.4,5.3,0.56,83.0
5479.0,Oat Milk,57.0,,3.95,7.05,9.08,0.94,1.72,0.23,134.0
5480.0,Almond Milk,51.0,6.47,3.68,1.76,,0.41,3.37,0.37,134.0
5481.0,Coconut Milk,62.0,3.78,0.15,6.59,5.57,0.33,4.78,,138.0
5482.0,Soy Milk,58.0,5.37,1.58,,4.71,0.18,,0.62,
5483.0,Almond Milk,,1.02,4.2,6.78,4.47,0.84,5.72,0.39,116.0
5484.0,Cashew Milk,77.0,,4.27,4.24,8.45,0.45,5.41,0.86,139.0
5485.0,Soy Milk,68.0,5.52,2.06,3.68,,0.31,1.36,0.45,142.0
5486.0,,59.0,4.53,1.51,3.67,5.19,0.52,6.69,0.29,124.0
5487.0,Oat Milk,65.0,0.55,2.93,9.84,3.04,,1.58,0.47,80.0
5488.0,Whole Milk,72.0,6.22,3.99,11.94,7.45,0.37,6.76,0.78,147.0
5489.0,Cashew Milk,62.0,,0.35,,8.23,0.69,5.72,0.74,130.0
5490.0,Oat Milk,78.0,4.45,2.86,5.24,9.98,0.7,3.43,0.08,108.0
5491.0,,53.0,3.29,,3.23,9.23,0.0,3.29,0.15,124.0
5492.0,,44.0,2.07,3.86,10.22,1.78,0.27,2.37,0.97,129.0
,Almond Milk,40.0,5.53,2.58,4.43,5.03,0.67,7.93,0.26,112.0
5494.0,Oat Milk,64.0,2.42,3.21,9.83,5.62,0.4,6.97,0.25,123.0
5495.0,Cashew Milk,56.0,6.86,3.87,4.47,3.76,0.74,6.87,0.51,
5496.0,2% Milk,,3.54,3.23,7.32,2.32,0.49,5.4,0.04,134.0
,2% Milk,59.0,1.37,2.37,3.02,6.61,0.56,5.01,,89.0
,Cashew Milk,76.0,3.9,4.56,9.85,3.27,0.55,4.02,0.82,142.0
5499.0,Coconut Milk,54.0,,3.01,8.13,3.49,0.79,6.42,0.76,113.0
,Almond Milk,,6.46,4.93,3.25,,,7.75,0.08,123.0
5501.0,,80.0,6.25,3.01,8.05,3.89,0.74,2.89,0.83,
5502.0,Oat Milk,40.0,,4.03,4.8,7.09,,2.55,0.18,114.0
5503.0,,,,0.72,,6.04,0.48,7.68,0.87,118.0
,Oat Milk,50.0,,1.93,2.52,,0.75,4.33,0.8,148.0
5505.0,2% Milk,47.0,1.61,,9.25,3.07,0.06,,0.54,100.0
5506.0,,65.0,2.72,2.26,1.72,2.64,0.95,2.69,0.85,150.0
,Oat Milk,65.0,3.79,0.35,,8.8,0.27,5.52,0.1,129.0
5508.0,Whole Milk,57.0,0.93,3.67,,3.01,0.4,6.96,0.16,87.0
5509.0,2% Milk,42.0,4.15,3.97,6.44,3.42,0.34,5.18,0.54,150.0
5510.0,Coconut Milk,55.0,5.84,2.49,9.3,2.16,0.68,6.88,0.88,125.0
,Soy Milk,71.0,3.73,1.9,7.94,2.74,0.4,3.97,0.42,87.0
5512.0,,54.0,7.42,3.34,1.78,,0.96,1.12,,143.0
5513.0,Cashew Milk,49.0,6.3,,5.85,3.46,0.12,5.25,0.9,131.0
,Soy Milk,74.0,3.16,4.01,3.56,8.37,0.74,2.89,0.51,143.0
5515.0,2% Milk,74.0,2.42,2.72,4.32,5.03,,1.72,,109.0
5516.0,Almond Milk,58.0,,1.6,8.7,9.88,0.32,1.31,0.92,145.0
5517.0,Whole Milk,53.0,6.97,3.59,9.36,,0.37,,0.64,126.0
5518.0,Almond Milk,70.0,2.03,4.9,4.35,4.47,0.94,3.1,0.58,
5519.0,Almond Milk,56.0,4.64,,11.69,5.89,0.59,4.99,0.15,
5520.0,Cashew Milk,59.0,7.97,1.75,3.17,7.04,,7.91,0.28,105.0
5521.0,2% Milk,77.0,5.55,2.11,11.46,6.56,0.62,3.47,0.64,133.0
5522.0,Soy Milk,78.0,,2.7,4.07,1.03,0.94,6.76,0.67,109.0
5523.0,Soy Milk,67.0,6.71,3.63,6.0,2.04,0.28,1.14,0.21,116.0
,Oat Milk,61.0,2.45,1.86,9.05,9.17,,4.69,0.19,81.0
5525.0,Skim Milk,73.0,4.02,3.6,2.04,9.05,0.41,,,117.0
5526.0,Skim Milk,77.0,5.1,1.82,7.58,2.42,0.06,2.3,0.5,115.0
5527.0,Soy Milk,79.0,6.41,2.57,11.31,1.17,0.56,3.69,,133.0
5528.0,Coconut Milk,59.0,1.2,4.41,9.53,9.24,0.04,,,126.0
5529.0,2% Milk,63.0,5.72,3.2,3.47,1.58,0.35,4.62,0.54,88.0
5530.0,Soy Milk,,5.12,1.77,5.77,3.88,0.65,7.83,0.75,122.0
5531.0,Almond Milk,64.0,6.79,3.59,2.97,,0.84,6.23,0.02,92.0
5532.0,Skim Milk,40.0,5.0,,2.97,3.81,0.71,2.91,0.13,143.0
5533.0,2% Milk,64.0,,1.72,10.58,8.51,0.44,7.8,0.86,
5534.0,Coconut Milk,58.0,3.88,2.99,8.55,,0.21,2.41,0.54,116.0
5535.0,2% Milk,70.0,7.27,0.18,11.68,2.32,0.1,6.13,0.52,106.0
5536.0,Coconut Milk,69.0,,4.02,5.78,,0.73,3.19,0.01,134.0
5537.0,Skim Milk,,5.86,4.29,5.92,,0.15,5.56,0.68,
5538.0,Soy Milk,65.0,,3.69,6.81,4.69,0.43,,0.03,139.0
5539.0,Cashew Milk,40.0,2.33,0.37,6.05,8.41,0.66,6.66,0.39,117.0
,Skim Milk,68.0,7.72,2.2,6.72,3.76,0.25,1.59,0.08,148.0
5541.0,Soy Milk,59.0,0.92,2.64,6.89,7.87,0.87,6.75,0.54,97.0
5542.0,Coconut Milk,50.0,3.91,0.22,2.17,9.23,0.19,6.91,0.18,131.0
5543.0,Whole Milk,,4.84,0.29,3.19,4.71,0.63,1.45,,120.0
5544.0,Almond Milk,60.0,,3.21,,1.57,0.53,2.31,0.3,95.0
5545.0,Oat Milk,60.0,2.9,2.7,,6.18,0.3,2.0,0.95,
5546.0,Cashew Milk,63.0,3.59,3.95,1.39,3.57,0.01,7.3,0.44,137.0
5547.0,Skim Milk,60.0,7.32,3.86,6.67,2.11,0.56,5.51,0.39,114.0
5548.0,Whole Milk,60.0,7.28,3.63,11.48,8.2,0.24,2.76,0.25,139.0
5549.0,Cashew Milk,66.0,,2.26,,5.66,0.37,4.3,0.22,139.0
5550.0,Whole Milk,61.0,,1.69,4.11,7.4,0.9,4.54,,90.0
5551.0,Almond Milk,73.0,3.56,4.62,,6.07,,1.86,0.08,135.0
5552.0,Whole Milk,47.0,3.82,4.15,4.34,,0.53,6.64,0.5,147.0
5553.0,Soy Milk,48.0,1.12,2.77,1.15,,0.16,3.54,0.99,80.0
5554.0,Whole Milk,62.0,6.78,2.91,6.09,9.38,,3.29,0.8,98.0
5555.0,Coconut Milk,57.0,6.71,0.68,5.3,1.74,,2.6,0.09,91.0
5556.0,,57.0,3.38,3.28,7.18,2.22,0.54,6.2,0.25,143.0
5557.0,Whole Milk,73.0,2.71,1.65,9.35,4.8,0.18,1.45,0.19,82.0
5558.0,2% Milk,75.0,4.85,1.39,6.15,5.07,0.67,3.98,0.61,
,Cashew Milk,,1.84,2.95,8.41,9.86,0.59,5.5,0.55,110.0
5560.0,Skim Milk,80.0,0.64,3.3,5.86,1.4,0.48,4.64,,131.0
5561.0,Cashew Milk,50.0,1.31,4.51,3.67,,0.35,5.12,0.0,110.0
5562.0,Skim Milk,76.0,4.62,1.49,7.6,,0.4,7.04,0.44,149.0
5563.0,Oat Milk,45.0,,4.17,9.11,,0.99,7.94,0.89,93.0
5564.0,Oat Milk,63.0,3.32,2.36,,6.53,0.75,6.68,,115.0
5565.0,Almond Milk,54.0,4.76,2.79,7.53,8.87,0.39,7.73,0.94,95.0
5566.0,Coconut Milk,46.0,,2.73,1.02,3.51,0.44,2.2,0.86,105.0
5567.0,2% Milk,47.0,4.28,3.84,4.36,6.85,,5.11,,143.0
5568.0,Whole Milk,47.0,7.92,0.39,10.25,2.3,0.55,,0.54,134.0
5569.0,,64.0,7.69,,6.95,8.38,0.57,5.52,0.89,104.0
5570.0,2% Milk,48.0,2.77,0.38,5.44,,,4.27,0.97,102.0
5571.0,Whole Milk,75.0,5.26,4.79,6.93,3.76,,3.1,0.82,117.0
5572.0,Almond Milk,49.0,4.79,1.32,3.69,7.67,0.14,5.05,0.7,140.0
5573.0,,66.0,7.08,1.63,3.4,8.39,0.15,7.38,0.68,107.0
5574.0,Almond Milk,74.0,7.19,0.26,7.73,,0.25,4.27,0.79,145.0
