Id,Product Name,Energy (kcal),Fat Percentage (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
5263,Almond Milk,44,5.58,4.14,5.52,0.54,0.25,7.79,0.87,107
5264,Cashew Milk,66,5.78,0.56,8.8,5.68,0.88,6.49,0.68,90
5265,Almond Milk,51,7.21,2.49,6.31,2.42,0.31,2.22,0.4,113
5266,Skim Milk,58,5.02,2.73,9.9,8.02,0.03,6.8,0.24,122
5267,2% Milk,50,7.0,0.97,4.78,7.22,0.07,4.39,0.58,140
5268,Soy Milk,78,3.23,2.56,4.48,7.48,0.42,7.34,0.61,95
5269,Coconut Milk,64,3.37,0.56,2.57,5.46,0.89,1.22,0.09,121
5270,Whole Milk,69,7.4,0.32,4.58,8.16,0.41,5.25,0.53,150
5271,Oat Milk,41,6.64,2.74,1.36,9.86,0.3,3.84,0.62,115
5272,Whole Milk,49,5.24,2.28,7.63,6.52,0.78,3.63,0.06,95
5273,Oat Milk,52,5.04,4.8,10.37,7.34,0.04,6.66,0.47,110
5274,2% Milk,42,6.81,0.49,8.29,8.07,0.57,7.08,0.5,90
5275,Coconut Milk,73,4.18,1.43,10.15,9.74,0.73,2.86,0.26,127
5276,Whole Milk,46,1.45,2.36,7.54,2.3,0.86,4.06,0.39,134
5277,Oat Milk,47,4.02,3.43,9.12,4.82,0.53,5.07,0.77,134
5278,Soy Milk,41,5.1,4.78,6.24,6.12,0.26,3.58,0.99,119
5279,2% Milk,61,1.3,0.49,8.17,3.22,0.07,1.69,0.0,106
5280,Soy Milk,49,7.12,2.35,1.7,9.31,0.81,2.22,0.8,95
5281,Coconut Milk,78,6.14,3.91,9.05,4.38,0.12,7.49,0.15,85
5282,Coconut Milk,59,5.64,0.78,8.75,4.07,0.03,3.22,0.09,90
5283,Cashew Milk,77,5.07,2.91,10.74,6.48,0.49,1.17,0.94,117
5284,2% Milk,78,6.98,4.95,1.93,2.09,0.42,2.97,0.79,95
5285,Skim Milk,64,4.21,1.62,11.89,2.32,0.28,6.83,0.02,95
5286,Cashew Milk,77,1.86,1.79,6.69,5.38,0.61,6.37,0.59,144
5287,Coconut Milk,73,7.28,2.16,6.05,2.47,0.9,4.34,0.83,111
5288,Skim Milk,68,5.96,4.97,1.96,6.05,0.34,3.24,0.23,147
5289,Oat Milk,54,1.71,4.32,1.6,6.99,0.0,3.99,0.58,128
5290,2% Milk,80,1.73,1.37,5.58,2.96,0.81,2.82,0.8,140
5291,Soy Milk,72,0.78,1.05,1.52,6.24,0.79,4.54,0.26,110
5292,Whole Milk,71,7.19,1.48,11.75,2.38,0.66,3.85,0.3,148
5293,Whole Milk,40,2.22,2.85,3.94,4.49,0.16,6.93,0.5,129
5294,Coconut Milk,65,4.12,1.76,10.39,4.91,0.42,5.58,0.32,124
5295,Soy Milk,51,1.65,3.25,4.84,1.16,0.63,2.79,0.66,85
5296,Soy Milk,75,1.75,1.48,6.71,6.62,0.23,2.08,0.07,138
5297,Cashew Milk,57,6.55,3.66,3.14,0.74,0.3,2.64,0.9,87
5298,Whole Milk,67,1.94,4.41,4.6,2.44,0.76,1.61,0.72,109
5299,2% Milk,63,0.78,0.52,7.94,3.71,0.17,5.4,0.83,146
5300,Skim Milk,57,1.4,2.21,5.56,7.65,0.72,1.05,0.57,149
5301,Coconut Milk,57,5.01,2.07,1.58,3.44,0.72,5.17,0.15,113
5302,Oat Milk,45,1.75,3.97,10.02,8.49,0.56,7.23,0.17,100
5303,Soy Milk,76,7.66,2.64,4.91,6.42,0.43,6.7,0.28,140
5304,Coconut Milk,77,5.07,2.19,7.5,0.92,0.55,5.04,0.86,135
5305,Oat Milk,53,7.15,3.73,8.34,9.11,0.24,7.69,0.41,95
5306,Soy Milk,57,0.64,1.99,11.4,4.36,0.6,7.89,0.25,126
5307,Whole Milk,71,7.81,0.75,5.94,7.87,0.86,5.02,0.17,113
5308,Skim Milk,52,0.76,3.74,6.53,1.26,0.84,6.28,0.02,105
5309,2% Milk,56,2.27,1.5,4.25,2.85,0.46,4.13,0.52,108
5310,Oat Milk,56,4.22,3.59,8.0,1.31,0.34,2.48,0.16,101
5311,Almond Milk,61,2.69,3.54,5.05,7.04,0.69,2.56,0.59,116
5312,Oat Milk,67,4.29,3.12,6.96,5.51,0.0,3.16,0.68,109
5313,Whole Milk,41,3.97,1.63,9.04,0.82,0.35,6.19,0.86,84
5314,Soy Milk,67,4.41,2.38,1.28,9.72,0.89,1.37,0.52,122
5315,Coconut Milk,77,4.51,3.44,10.02,9.75,0.45,6.74,0.98,90
5316,Skim Milk,58,3.38,2.4,7.34,2.1,0.22,7.63,0.92,106
5317,Coconut Milk,71,7.39,3.47,8.19,0.77,0.74,3.97,0.75,99
5318,Almond Milk,46,0.58,2.95,6.75,2.42,0.13,1.4,0.07,109
5319,Oat Milk,45,1.67,2.45,11.97,6.96,0.03,7.86,0.94,139
5320,Coconut Milk,44,2.76,0.28,4.84,9.63,0.76,1.36,0.19,113
5321,2% Milk,78,4.15,2.42,10.03,6.87,0.73,7.09,0.16,142
5322,2% Milk,70,3.55,2.18,10.95,1.61,0.27,2.15,0.13,127
5323,Oat Milk,78,6.08,4.34,8.73,4.23,0.0,6.8,0.94,92
5324,2% Milk,72,7.63,4.03,3.07,6.57,0.8,1.39,0.18,147
5325,Coconut Milk,69,5.56,0.98,2.27,2.34,0.67,2.4,0.03,103
5326,2% Milk,71,5.84,0.94,3.32,9.89,0.43,1.19,0.84,150
5327,Soy Milk,41,3.71,0.66,6.14,2.65,0.73,7.03,0.71,111
5328,Whole Milk,60,5.14,1.24,6.6,8.2,0.69,5.23,0.64,109
5329,Skim Milk,41,6.36,3.89,1.9,8.63,0.31,6.14,0.14,102
5330,Soy Milk,43,2.65,3.41,2.98,5.86,0.85,2.12,0.91,127
5331,Skim Milk,77,6.89,2.1,3.17,2.37,0.94,6.96,0.26,137
5332,Oat Milk,41,1.29,2.59,11.37,1.56,0.21,2.66,0.61,114
5333,2% Milk,57,7.75,3.53,6.06,9.5,0.08,5.73,0.84,106
5334,Coconut Milk,67,5.32,3.89,7.46,3.59,0.32,5.29,0.75,102
5335,Whole Milk,61,2.37,1.86,9.43,2.17,0.29,4.58,0.48,92
5336,Skim Milk,63,1.57,2.08,7.14,6.37,0.85,5.07,0.34,124
5337,Cashew Milk,50,1.25,4.79,9.63,5.62,0.97,7.63,0.53,138
5338,Whole Milk,51,3.09,3.34,10.83,5.42,0.09,5.25,0.47,106
5339,Almond Milk,80,3.35,0.34,7.55,4.68,1.0,1.6,0.74,85
5340,Whole Milk,60,4.92,1.04,10.74,9.2,0.24,6.85,0.43,80
5341,Coconut Milk,55,6.79,2.06,7.19,3.78,0.58,3.37,0.48,139
5342,Almond Milk,41,7.8,2.7,4.3,9.06,0.32,6.72,0.69,148
5343,Soy Milk,53,1.94,4.63,7.95,7.64,0.05,3.36,0.3,99
5344,Soy Milk,54,0.77,2.25,11.52,6.25,0.47,2.38,0.2,112
5345,Oat Milk,49,4.09,3.36,9.29,6.84,0.15,2.66,0.56,112
5346,Oat Milk,53,6.8,4.65,7.08,7.84,0.12,2.92,0.39,128
5347,Cashew Milk,62,4.4,0.54,4.3,9.63,0.45,2.43,0.16,98
5348,Oat Milk,44,5.22,0.87,9.65,6.28,0.45,7.81,0.71,105
5349,Cashew Milk,75,1.7,1.06,8.67,9.84,0.79,5.37,0.34,144
5350,2% Milk,54,3.2,4.52,5.02,2.86,0.03,3.72,0.46,88
5351,Coconut Milk,62,5.6,4.4,6.62,7.66,0.74,2.24,0.73,80
5352,Cashew Milk,48,3.71,3.98,2.95,1.22,0.37,3.27,0.11,98
5353,Almond Milk,63,1.73,1.6,3.56,4.0,0.9,7.9,0.82,146
5354,Almond Milk,56,4.5,4.34,11.75,6.23,0.74,7.11,0.31,107
5355,Cashew Milk,55,6.92,1.61,10.5,9.64,0.64,5.26,0.79,87
5356,Almond Milk,52,7.16,3.36,6.85,7.59,0.99,6.91,0.89,121
5357,Coconut Milk,78,5.81,3.43,11.15,4.53,0.86,4.88,0.73,118
5358,Coconut Milk,62,3.21,1.29,10.46,2.67,0.82,2.75,0.25,147
5359,Coconut Milk,70,0.93,2.02,9.34,1.31,0.84,5.62,0.9,95
5360,Almond Milk,56,5.0,3.19,4.56,7.57,0.11,1.58,0.62,101
5361,Whole Milk,63,3.9,2.93,5.23,2.45,0.88,4.22,0.16,82
5362,Soy Milk,42,5.12,1.09,11.24,7.8,0.15,6.78,0.73,85
5363,Soy Milk,60,0.8,3.26,1.83,7.79,0.46,3.69,0.49,119
5364,Skim Milk,65,2.2,0.97,11.2,9.07,0.63,3.8,0.74,116
5365,Oat Milk,41,6.19,1.04,11.92,2.36,0.56,3.46,0.32,124
5366,2% Milk,75,1.46,2.61,9.1,5.67,0.57,4.35,0.16,128
5367,Cashew Milk,57,1.45,3.58,6.82,7.89,0.62,4.04,0.99,80
5368,Almond Milk,52,0.51,3.06,11.01,6.51,0.48,3.2,0.23,145
5369,2% Milk,54,6.93,4.44,3.68,7.59,0.34,3.22,0.17,132
5370,2% Milk,53,3.47,0.57,11.27,9.05,0.52,2.61,0.78,120
5371,Skim Milk,49,2.24,4.77,4.24,3.63,0.39,1.2,0.4,107
5372,Coconut Milk,72,5.35,0.18,4.21,3.87,0.4,5.05,0.4,89
5373,2% Milk,74,4.7,3.56,3.55,8.28,0.11,2.49,0.5,91
5374,Skim Milk,58,3.65,2.0,6.03,6.27,0.16,7.99,0.32,104
5375,Soy Milk,60,1.0,1.83,2.57,1.23,0.55,3.4,0.85,136
5376,Whole Milk,54,7.67,2.51,6.94,4.12,0.59,5.76,0.49,125
5377,Skim Milk,48,7.68,3.35,5.08,7.49,0.92,7.86,0.74,111
5378,Whole Milk,50,4.56,1.53,3.67,6.2,0.63,2.68,0.53,83
5379,2% Milk,68,3.67,2.44,6.89,9.04,0.73,1.16,0.12,128
5380,2% Milk,56,5.75,1.94,6.4,8.6,0.77,4.72,0.29,100
5381,Oat Milk,52,1.0,2.29,8.29,5.93,0.96,3.49,0.74,117
5382,Soy Milk,60,2.62,4.85,2.09,7.26,0.7,2.89,0.31,89
5383,2% Milk,45,4.96,0.15,11.57,6.07,0.97,1.13,0.78,88
5384,Coconut Milk,77,6.22,1.94,9.24,3.06,0.13,6.62,0.92,141
5385,Soy Milk,75,5.64,1.9,6.87,7.25,0.7,6.97,0.44,93
5386,2% Milk,50,1.96,2.24,2.07,8.26,0.91,2.93,0.45,132
5387,Cashew Milk,59,1.82,1.89,8.97,4.44,0.85,3.11,0.45,108
5388,Coconut Milk,63,2.31,0.9,1.54,6.17,0.08,6.16,0.94,114
5389,Skim Milk,49,7.59,4.57,11.27,8.56,0.87,3.84,0.68,90
5390,Soy Milk,61,5.46,1.76,5.72,7.97,0.49,3.47,0.52,99
5391,Soy Milk,55,4.3,2.18,8.52,1.95,0.35,5.61,0.0,120
5392,Almond Milk,42,2.47,1.14,9.85,5.37,0.85,6.37,0.86,121
5393,Almond Milk,47,6.08,0.18,11.19,9.51,0.61,7.36,0.51,136
5394,Cashew Milk,54,4.74,1.52,7.17,2.92,0.72,7.07,0.88,112
5395,Whole Milk,55,5.28,2.43,5.76,7.34,0.79,4.32,0.95,117
5396,Skim Milk,68,1.89,2.84,9.42,1.03,0.27,2.55,0.29,80
5397,Cashew Milk,61,5.42,0.64,1.87,4.69,0.99,3.42,0.87,139
5398,Almond Milk,47,2.84,2.02,11.38,2.92,0.9,7.35,0.31,124
5399,Cashew Milk,78,1.78,4.97,5.21,5.95,0.78,5.54,0.67,93
5400,Soy Milk,78,2.45,0.4,3.29,8.0,0.36,2.2,0.77,145
5401,Skim Milk,44,6.75,0.72,9.17,1.35,0.33,2.53,0.99,120
5402,Coconut Milk,78,5.72,3.16,10.26,8.58,0.13,2.38,0.68,101
5403,Coconut Milk,44,1.35,2.21,5.9,9.7,0.74,2.3,0.39,118
5404,2% Milk,44,1.66,3.01,9.75,2.28,0.34,2.82,0.93,127
5405,Coconut Milk,67,6.62,4.32,8.56,7.96,0.7,7.86,0.92,88
5406,Skim Milk,49,6.55,4.23,9.71,3.52,0.52,5.07,0.71,111
5407,Soy Milk,40,3.35,4.81,1.49,8.9,0.17,1.74,0.05,144
5408,Cashew Milk,77,5.71,2.57,7.21,1.89,0.1,1.6,0.84,82
5409,Oat Milk,43,4.91,2.75,1.13,1.83,0.45,5.29,0.57,107
5410,Almond Milk,46,0.94,1.25,9.26,8.04,0.73,4.48,0.31,117
5411,Soy Milk,73,2.63,1.81,9.02,7.45,0.97,4.52,0.45,124
5412,Almond Milk,71,4.31,3.23,8.91,6.3,0.79,6.45,0.21,114
5413,Whole Milk,69,7.5,2.54,9.49,6.49,0.07,6.31,0.81,93
5414,Coconut Milk,50,4.27,1.19,3.2,8.39,0.26,1.34,0.55,115
5415,Oat Milk,78,7.97,3.75,9.94,7.44,0.92,6.31,0.83,141
5416,Whole Milk,52,6.32,1.16,8.9,2.1,0.29,1.82,0.15,144
5417,Cashew Milk,61,1.16,1.12,7.0,7.53,0.63,7.73,0.34,87
5418,Coconut Milk,53,4.75,0.6,3.82,3.97,0.03,5.14,0.98,122
5419,Whole Milk,71,3.68,0.71,8.45,0.89,0.03,4.16,0.92,143
5420,Almond Milk,52,6.93,3.49,7.18,6.43,0.17,4.99,0.5,118
5421,Whole Milk,58,4.45,1.05,5.79,5.31,0.48,3.06,0.83,122
5422,Whole Milk,46,1.46,3.05,2.94,9.32,0.88,1.66,0.31,84
5423,Cashew Milk,64,6.96,1.25,5.57,3.38,0.89,2.12,0.47,100
5424,Almond Milk,45,4.1,4.69,1.4,9.9,0.32,6.53,0.32,129
5425,Cashew Milk,50,2.11,2.56,9.04,4.24,0.57,2.12,0.15,135
5426,Coconut Milk,65,1.39,1.09,4.14,8.86,0.02,3.83,0.02,91
5427,Cashew Milk,49,2.57,4.08,5.43,2.65,0.01,3.91,0.71,139
5428,Soy Milk,69,5.26,4.35,11.17,1.12,0.24,1.36,0.53,136
5429,Cashew Milk,61,3.96,2.59,9.68,5.84,0.8,3.27,0.41,83
5430,2% Milk,76,4.28,3.86,11.45,6.81,0.77,5.92,0.59,86
5431,Oat Milk,50,0.66,4.37,7.42,1.8,0.73,6.74,0.96,107
5432,Oat Milk,80,5.64,1.4,11.41,9.27,0.09,1.15,0.43,96
5433,Skim Milk,78,4.07,0.59,5.04,9.74,0.44,7.72,0.54,96
5434,Soy Milk,67,4.26,0.69,10.85,8.41,0.15,5.31,0.29,88
5435,Cashew Milk,63,4.0,0.46,11.3,9.54,0.55,3.37,0.67,82
5436,Soy Milk,52,6.47,0.71,7.45,8.21,0.76,7.13,0.79,94
5437,Skim Milk,47,7.3,2.04,8.79,0.57,0.44,5.24,0.12,121
5438,Oat Milk,72,3.68,0.89,10.96,9.57,0.24,4.61,0.78,116
5439,Skim Milk,55,6.2,3.19,1.89,6.76,0.12,6.36,0.21,126
5440,Soy Milk,42,1.45,4.64,6.9,9.57,0.98,2.45,0.01,102
5441,Whole Milk,53,0.69,3.8,11.42,9.74,0.44,2.69,0.18,108
5442,Cashew Milk,62,3.05,3.59,3.04,4.66,0.74,4.24,0.42,118
5443,Coconut Milk,49,6.53,3.6,10.25,8.03,0.26,7.03,0.57,138
5444,Coconut Milk,68,4.62,1.75,3.83,6.03,0.95,3.91,0.73,116
5445,Whole Milk,59,4.62,0.86,9.26,1.73,0.34,1.31,0.52,104
5446,2% Milk,49,7.3,0.71,1.35,8.58,0.89,7.49,0.57,92
5447,Coconut Milk,78,1.1,1.51,5.16,8.85,0.6,5.61,0.07,100
5448,Almond Milk,67,7.05,3.97,9.39,7.47,0.31,4.08,0.31,104
5449,Soy Milk,58,2.2,4.6,3.1,7.35,0.25,1.08,0.46,81
5450,Cashew Milk,56,3.99,0.4,6.4,6.66,0.15,6.47,0.93,133
5451,Cashew Milk,67,7.96,4.1,4.2,5.23,0.31,2.46,0.72,102
5452,Cashew Milk,69,6.61,3.18,2.81,8.91,0.51,1.19,0.58,134
5453,Cashew Milk,55,2.53,1.48,6.33,5.2,0.17,2.76,0.29,105
5454,Skim Milk,41,6.95,3.15,2.46,5.77,0.36,2.06,0.08,140
5455,Soy Milk,78,6.85,0.72,11.33,7.1,0.94,7.02,0.23,136
5456,Skim Milk,66,4.2,1.49,9.56,6.18,0.95,4.61,0.03,145
5457,Whole Milk,55,4.31,4.89,11.63,2.99,0.92,4.69,0.24,80
5458,Oat Milk,63,2.54,0.27,8.24,1.93,0.64,1.17,0.77,122
5459,Cashew Milk,76,4.98,2.67,10.21,6.71,0.69,3.61,0.11,122
5460,Whole Milk,79,1.18,2.86,1.06,3.75,0.97,6.46,1.0,130
5461,Skim Milk,76,4.9,3.05,10.14,4.84,0.35,5.71,0.86,112
5462,Whole Milk,53,1.65,3.98,2.81,2.78,0.7,2.47,0.57,86
5463,Whole Milk,80,5.98,1.13,5.78,1.68,0.73,3.31,0.95,120
5464,Coconut Milk,42,2.06,4.2,3.28,2.21,0.99,5.42,0.48,103
5465,Whole Milk,76,1.65,3.43,8.2,9.58,0.11,1.41,0.58,134
5466,Whole Milk,42,6.42,4.59,2.59,9.6,0.09,4.68,0.57,122
5467,Almond Milk,74,2.73,3.01,10.42,2.56,0.72,2.18,0.87,145
5468,Soy Milk,60,6.47,1.53,7.13,6.39,0.12,3.13,0.87,81
5469,Soy Milk,61,3.82,2.63,10.6,2.14,0.87,1.28,0.42,125
5470,Whole Milk,72,2.36,1.13,10.38,9.84,0.8,1.5,0.87,111
5471,2% Milk,67,6.61,4.47,6.43,6.41,0.14,6.59,0.21,93
5472,Coconut Milk,54,2.92,1.96,9.3,3.48,0.79,3.37,0.64,138
5473,Skim Milk,40,6.65,0.32,3.7,8.6,0.55,3.2,0.72,141
5474,Cashew Milk,70,0.56,0.67,6.53,6.62,0.36,3.53,0.98,124
5475,Soy Milk,41,2.96,2.38,8.06,0.91,0.49,4.28,0.59,96
5476,Coconut Milk,48,7.17,1.96,11.35,7.89,0.02,1.48,0.84,92
5477,Skim Milk,68,3.02,4.49,1.52,3.49,0.11,2.07,0.28,99
5478,Soy Milk,68,1.33,4.5,4.16,2.63,0.82,5.54,0.46,93
5479,2% Milk,47,4.18,0.46,1.64,6.56,0.95,1.92,0.77,122
5480,Soy Milk,65,6.54,3.06,11.54,4.65,0.07,5.42,0.9,87
5481,Coconut Milk,58,5.46,0.17,6.98,1.37,0.6,3.0,0.1,132
5482,Skim Milk,41,5.7,2.33,7.47,5.93,0.91,4.66,0.22,140
5483,Coconut Milk,45,3.04,1.88,7.08,8.17,0.26,5.98,0.62,94
5484,Coconut Milk,78,1.17,1.61,9.97,5.53,0.47,2.98,0.84,109
5485,Almond Milk,51,0.62,3.87,3.64,8.84,0.72,3.49,0.86,92
5486,Almond Milk,46,7.33,1.4,3.5,5.39,0.29,2.6,0.05,142
5487,Skim Milk,42,2.42,0.68,8.51,6.18,0.05,3.17,0.86,148
5488,Oat Milk,74,6.66,0.43,2.46,8.33,0.63,6.79,0.03,142
5489,Almond Milk,55,6.14,3.35,11.43,0.9,0.23,6.86,0.93,138
5490,Almond Milk,62,1.26,4.42,2.93,9.1,0.82,1.64,0.21,138
5491,Whole Milk,61,0.72,0.52,3.43,5.94,0.53,3.48,0.98,128
5492,Soy Milk,46,7.11,3.37,5.55,9.26,0.54,2.83,0.74,90
5493,Whole Milk,54,7.52,3.21,1.93,6.47,0.66,1.68,0.8,116
5494,Skim Milk,79,2.89,4.95,6.85,9.45,0.99,2.85,0.93,140
5495,Almond Milk,74,2.24,1.92,6.77,6.65,0.94,6.53,0.11,146
5496,Cashew Milk,77,4.48,1.12,4.67,4.97,0.77,1.01,0.1,108
5497,Almond Milk,71,6.48,4.77,9.82,2.03,0.26,3.35,0.42,130
5498,Soy Milk,79,1.0,2.39,4.7,2.8,0.1,4.01,0.08,104
5499,Coconut Milk,48,2.61,1.33,10.05,8.31,0.07,2.16,0.47,111
5500,Almond Milk,71,4.24,1.63,4.87,2.0,0.85,5.33,0.3,147
5501,Soy Milk,57,2.61,0.67,1.3,0.97,0.18,5.41,0.62,113
5502,Cashew Milk,73,6.53,0.99,8.01,5.46,0.28,7.34,0.44,109
5503,Coconut Milk,67,4.35,2.21,9.19,6.39,0.49,1.37,0.76,80
5504,Oat Milk,50,2.98,4.76,10.64,1.0,0.1,4.57,0.51,124
5505,Oat Milk,72,3.61,1.22,4.75,1.72,0.51,4.59,0.72,115
5506,Coconut Milk,74,2.84,3.55,4.33,8.48,0.15,2.61,0.45,94
5507,Whole Milk,52,2.03,1.71,1.61,9.88,0.64,4.02,0.06,86
5508,Oat Milk,54,1.95,4.65,3.48,8.54,0.58,7.63,0.96,122
5509,2% Milk,66,5.55,2.81,1.81,4.84,0.25,3.89,0.13,94
5510,Coconut Milk,80,5.27,2.21,6.63,0.74,0.12,4.45,0.79,133
5511,Coconut Milk,64,1.33,3.05,3.24,7.34,0.05,5.05,0.35,131
5512,Oat Milk,56,5.54,0.64,9.99,2.38,0.15,3.77,0.22,99
5513,Whole Milk,47,1.61,4.31,11.45,4.25,0.12,1.63,0.0,118
5514,Coconut Milk,77,6.05,1.49,7.6,7.51,0.8,6.97,0.35,103
5515,Whole Milk,63,6.25,2.79,2.99,6.88,0.99,5.57,0.48,125
5516,Oat Milk,51,7.69,2.05,5.4,8.46,0.08,6.09,0.22,88
5517,Oat Milk,55,4.25,4.46,10.07,6.38,0.07,7.72,0.36,144
5518,Almond Milk,53,2.1,1.4,4.98,1.09,0.76,4.6,0.95,96
5519,Coconut Milk,49,0.62,4.16,5.79,8.84,0.96,5.52,0.29,100
5520,Whole Milk,54,5.92,2.68,11.71,6.37,0.58,2.16,0.14,111
5521,Almond Milk,53,1.79,3.56,4.63,2.42,0.99,2.59,0.4,131
5522,Coconut Milk,43,5.63,3.51,5.92,7.8,0.19,5.95,0.05,130
5523,2% Milk,41,7.09,3.02,6.78,9.34,0.04,5.87,0.28,136
5524,2% Milk,77,5.33,2.52,2.39,1.64,0.03,4.62,0.98,111
5525,Skim Milk,49,0.78,3.22,3.98,5.65,0.36,3.51,0.7,115
5526,Oat Milk,62,7.5,4.15,11.94,9.38,0.02,4.89,0.11,100
5527,Almond Milk,77,3.02,1.5,2.44,2.84,0.4,7.12,0.14,107
5528,Skim Milk,50,3.14,1.63,3.97,6.45,0.9,4.45,0.53,150
5529,2% Milk,58,5.72,2.27,10.4,3.39,0.38,5.27,0.28,118
5530,Almond Milk,61,1.02,4.15,9.56,1.09,0.38,2.45,0.81,80
5531,Oat Milk,40,2.02,2.42,8.01,3.2,0.52,6.47,0.19,136
5532,Whole Milk,44,3.97,1.0,8.56,6.89,0.83,4.02,0.3,131
5533,Coconut Milk,40,3.43,4.83,2.21,4.99,0.31,1.85,0.61,113
5534,Skim Milk,80,3.68,1.96,5.5,2.92,0.83,6.7,0.04,92
5535,Skim Milk,48,2.53,2.14,1.37,9.09,0.87,1.12,0.19,141
5536,Coconut Milk,49,4.67,1.99,7.0,3.92,0.17,7.45,0.62,127
5537,Soy Milk,79,7.2,2.78,11.45,2.9,0.8,3.69,0.02,139
5538,2% Milk,62,4.1,0.91,5.43,7.42,0.05,5.64,0.57,135
5539,Whole Milk,76,4.99,3.73,1.88,9.96,0.21,5.21,0.17,149
5540,Whole Milk,48,6.42,2.3,6.09,1.99,0.94,2.46,0.77,108
5541,Coconut Milk,75,1.33,2.18,10.63,6.05,0.37,7.19,0.06,150
5542,Skim Milk,67,4.61,1.06,1.63,6.17,0.26,7.64,0.33,124
5543,Cashew Milk,61,6.62,3.77,1.88,4.74,0.64,2.56,0.47,140
5544,Oat Milk,74,4.71,2.68,1.99,5.67,0.08,2.54,0.42,85
5545,Skim Milk,76,7.11,1.64,8.7,1.25,0.97,5.06,0.37,118
5546,Whole Milk,79,7.71,3.65,3.94,9.42,0.38,1.23,0.94,88
5547,Almond Milk,67,1.2,2.31,2.55,3.84,0.37,2.02,0.03,114
5548,Cashew Milk,64,7.61,1.16,11.53,1.69,0.74,1.62,0.76,140
5549,Cashew Milk,63,3.97,2.48,8.21,1.94,0.47,6.46,0.82,80
5550,Whole Milk,80,2.67,1.77,11.52,6.17,0.35,3.01,0.17,140
5551,Oat Milk,59,7.83,4.37,9.23,6.44,0.8,4.67,0.97,143
5552,Oat Milk,78,3.79,1.36,3.21,5.46,0.45,6.69,0.31,143
5553,Cashew Milk,46,1.44,3.97,1.5,7.08,0.65,1.11,0.51,108
5554,Cashew Milk,54,6.51,4.75,7.97,6.77,0.89,7.31,0.23,108
5555,Skim Milk,44,1.06,2.86,1.16,7.71,0.13,2.82,0.36,149
5556,Coconut Milk,56,5.31,1.19,7.14,9.06,0.31,3.82,0.96,84
5557,Oat Milk,75,3.71,0.83,11.96,0.68,0.99,7.45,0.08,103
5558,Whole Milk,63,4.18,4.05,11.07,8.61,0.31,7.84,0.95,135
5559,2% Milk,63,4.88,4.66,6.19,8.15,0.25,5.26,0.25,94
5560,Almond Milk,79,5.32,3.95,9.16,7.82,0.17,6.28,0.42,111
5561,Almond Milk,40,2.5,1.33,6.15,9.37,0.93,3.43,0.32,95
5562,Coconut Milk,76,4.02,1.01,5.26,2.24,0.35,5.14,0.48,144
5563,Coconut Milk,40,6.86,2.6,10.65,4.79,0.07,1.02,0.08,102
5564,Almond Milk,63,5.72,2.35,9.12,8.25,0.83,5.55,0.23,129
5565,2% Milk,50,6.67,4.03,11.77,1.23,0.34,6.12,0.07,144
5566,Coconut Milk,51,7.74,4.09,7.93,6.38,0.57,5.63,0.11,116
5567,Whole Milk,76,3.93,0.11,11.35,9.17,0.2,7.74,0.39,148
5568,Whole Milk,52,5.2,0.5,10.81,4.21,0.02,5.67,0.25,104
5569,2% Milk,71,2.6,1.76,6.85,5.15,0.82,2.65,0.49,108
5570,2% Milk,44,7.74,2.7,11.87,1.92,0.04,2.51,0.96,140
5571,Coconut Milk,72,3.57,0.54,4.38,8.07,0.99,1.78,0.02,89
5572,Oat Milk,49,3.29,3.19,10.68,1.66,0.96,4.6,0.25,127
5573,Coconut Milk,52,6.73,2.84,6.08,2.56,0.8,1.18,0.04,116
5574,Coconut Milk,59,1.35,1.37,6.41,5.37,0.01,4.01,0.92,106
5575,Whole Milk,50,1.71,4.2,11.37,5.94,0.95,3.16,0.13,94
5576,2% Milk,69,4.54,4.02,11.71,7.03,0.06,6.44,0.33,87
5577,Oat Milk,41,1.45,2.0,1.17,6.8,0.5,5.96,0.03,126
5578,Cashew Milk,57,6.74,0.68,11.05,6.41,0.1,7.15,0.79,147
5579,Oat Milk,45,2.08,1.39,9.9,5.61,0.04,1.45,0.57,99
5580,Coconut Milk,61,2.07,4.21,5.95,0.55,0.29,6.67,0.34,81
5581,Skim Milk,57,0.95,2.97,9.17,9.45,0.34,7.28,0.5,131
5582,Cashew Milk,54,2.03,3.27,7.54,7.39,0.89,1.06,0.33,107
5583,Soy Milk,68,6.87,4.89,7.54,8.49,0.93,4.59,0.17,95
5584,Coconut Milk,68,4.1,1.06,11.73,9.12,0.21,4.39,0.75,134
5585,Skim Milk,66,6.94,2.91,6.7,8.9,0.82,3.47,0.24,89
5586,Coconut Milk,74,6.47,2.55,10.23,6.0,0.74,1.39,0.98,121
5587,Skim Milk,78,1.14,1.92,3.12,0.95,0.47,6.17,0.27,130
5588,Coconut Milk,77,5.94,3.18,1.86,2.67,0.88,1.32,0.67,123
5589,Almond Milk,53,0.65,1.9,9.8,1.59,0.53,1.43,0.83,131
5590,2% Milk,66,4.94,2.96,6.19,9.49,0.57,5.22,0.16,123
5591,Skim Milk,68,1.62,2.2,2.72,6.86,0.16,6.38,0.63,80
5592,2% Milk,71,4.16,4.7,8.25,5.0,0.67,7.93,0.16,109
